Unnamed: 0,ac_power_inv_17519_daily_max,ac_power_inv_17519_daily_mean,ac_energy_inv_17519_daily_sum
2021-01-01,1.853,0.8828157894736841,8.391
2021-01-02,1.489,0.5074473684210526,4.83
2021-01-03,1.964,0.6177948717948718,6.031
2021-01-04,1.807,0.3680833333333333,3.321
2021-01-05,2.566,0.832,8.115
2021-01-06,2.96,0.803560975609756,8.256999999999998
2021-01-07,2.365,0.9892051282051282,9.654000000000002
2021-01-08,2.073,0.729,7.101
2021-01-09,2.453,1.141775,11.421
2021-01-10,2.564,0.765375,7.668
2021-01-11,2.392,1.0903076923076924,10.626
2021-01-12,0.947,0.4526666666666666,4.429
2021-01-13,2.214,0.987425,9.889
2021-01-14,2.309,1.110952380952381,11.678
2021-01-15,2.317,1.1013658536585365,11.289
2021-01-16,2.28,1.1226829268292684,11.52
2021-01-17,2.2840000000000003,1.1265238095238097,11.829
2021-01-18,2.434,1.1928571428571428,12.528
2021-01-19,2.419,1.2825384615384614,12.516
2021-01-20,2.424,1.2281707317073172,12.597
2021-01-21,2.642,0.9118780487804878,9.354
2021-01-22,1.625,0.3616097560975609,3.711
2021-01-23,3.194,0.9580714285714286,10.072
2021-01-24,1.748,0.5196585365853658,5.329
2021-01-25,2.73,1.464095238095238,15.386
2021-01-26,2.422,0.6767,6.79
2021-01-27,0.528,0.1659999999999999,1.592
2021-01-28,0.6099999999999999,0.1566052631578947,1.493
2021-01-29,2.9410000000000003,0.8756829268292683,8.979
2021-01-30,2.677,1.2918048780487803,13.251
2021-01-31,2.832,0.8890238095238094,9.333
2021-02-01,2.584,1.2589047619047615,13.218
2021-02-02,2.362,0.44535,4.461
2021-02-03,3.224,1.2129545454545456,13.358
2021-02-04,2.843,1.5038333333333334,15.789
2021-02-05,2.84,1.4335681818181818,15.774
2021-02-06,2.83,1.4272272727272728,15.714
2021-02-07,2.895,1.3707674418604652,14.736
2021-02-08,3.213,0.9166046511627908,9.867
2021-02-09,1.936,0.7423255813953488,7.998
2021-02-10,2.761,1.3941590909090908,15.347
2021-02-11,1.36,0.5178095238095238,5.445
2021-02-12,3.015,1.0134186046511628,10.893
2021-02-13,2.914,1.3567045454545454,14.928
2021-02-14,2.016,0.5757209302325581,6.199
2021-02-15,3.759,0.926093023255814,9.954
2021-02-16,3.116,1.3244090909090909,14.583
2021-02-17,3.503,1.6443333333333334,18.501
2021-02-18,3.356,1.283222222222222,14.442
2021-02-19,2.7840000000000003,1.1830888888888889,13.32
2021-02-20,3.637,1.633,17.967
2021-02-21,3.141,1.641911111111111,18.468
2021-02-22,3.023,1.5755217391304348,18.137
2021-02-23,3.196,1.7484444444444445,19.681
2021-02-24,3.334,1.713,19.712
2021-02-25,3.346,1.615063829787234,18.994
2021-02-26,3.155,1.6912666666666667,19.047
2021-02-27,3.334,1.7463043478260871,20.085
2021-02-28,3.182,1.7389777777777775,19.566
2021-03-01,3.102,1.6405869565217392,18.873
2021-03-02,3.4,1.2335,14.196
2021-03-03,2.519,0.9302765957446808,10.929
2021-03-04,3.146,1.594833333333333,19.138
2021-03-05,3.103,1.495291666666667,17.953
2021-03-06,3.446,1.829617021276596,21.489
2021-03-07,3.405,1.7595625,21.126
2021-03-08,3.492,1.733,20.358
