system_id,latitude,longitude,elevation_m,abs(azimuth - 180),tilt,performance_ratio,solar irradiance,temperature,cloud cover,wind speed,humidity,precipitation
10038,44.985792,-92.96532,327.1618347,0.0,45.0,0.2465729295978225,3.6960167123287673,5.4005753424657525,64.08016438356164,3.9764383561643837,3.0270136986301375,83.50369863013698
10040,42.457201,-71.37478,38.37024689,45.0,43.0,0.2333426599538052,3.817758630136986,9.274849315068495,62.30068493150685,2.5887945205479452,3.8033972602739734,80.83
10041,34.639682,-120.4471,33.97042084,45.0,30.0,0.3299835751249268,4.967537808219178,15.074136986301369,54.74687671232877,5.106493150684932,1.9309041095890411,79.63953424657534
10042,40.411102,-74.23767,13.39910316,45.0,0.0,0.188128943510799,3.9429153424657533,11.685342465753424,63.853945205479455,3.088164383561644,3.7403561643835617,80.58397260273973
10043,40.737132,-111.86044,1318.316284,90.0,1.0,0.4005367525434987,4.683581369863013,8.539698630136987,50.73789041095891,2.8343835616438353,1.7781369863013698,59.497643835616444
10044,38.588301,-88.03692,156.0935516,0.0,32.0,0.274898364923387,4.052625753424658,12.766931506849316,59.262602739726034,4.210027397260274,3.72931506849315,81.65638356164384
10045,40.7143,-73.55527,23.0485878,90.0,26.0,0.2441445006085598,4.01976904109589,12.231835616438357,62.187123287671234,5.282657534246575,4.734027397260274,81.48610958904109
10046,41.823502,-73.773153,87.94309998,45.0,31.0,0.2166515899125797,3.8655884931506854,8.804082191780822,64.03978082191782,2.0627945205479454,3.497506849315069,82.01238356164383
10047,40.041472,-77.197073,301.7223206,45.0,18.0,0.2422228405092502,3.809018082191781,11.14432876712329,67.17328767123287,2.686054794520548,3.0538904109589042,78.85778082191781
10048,39.543274,-76.59298,142.8658142,0.0,30.0,0.256121662816362,4.093047671232877,12.55490410958904,63.73646575342465,3.9047123287671233,2.9993972602739727,77.4083287671233
10049,40.385051,-120.597199,1257.569092,0.0,35.0,0.4376427348040835,4.8982936986301375,8.162246575342467,45.89295890410959,2.645095890410959,2.041342465753425,63.058383561643836
10050,34.049789,-84.38539,336.6459656,45.0,10.0,0.4271428373445192,4.55618794520548,17.255643835616436,57.19947945205479,2.5432328767123287,3.4957260273972603,74.66189041095889
10051,19.625495,-155.01121,46.67282486,45.0,0.0,0.3024126418900832,5.442938082191781,21.947232876712334,51.88043835616438,4.547178082191781,3.7717534246575344,83.13761643835616
10053,45.511033,-122.794381,86.27246857,45.0,20.0,0.2284493503706297,3.6692235616438356,10.248082191780822,64.0261095890411,2.214821917808219,2.8615616438356164,80.534
10055,34.401608,-119.310759,123.694046,0.0,0.0,0.2032494361838119,5.354457534246575,15.614904109589043,37.172520547945204,2.434191780821918,1.6941643835616438,58.60572602739726
10056,40.153144,-88.142158,215.8578644,0.0,34.0,0.2987647624599171,3.926475616438356,11.16254794520548,64.05945205479452,4.692630136986302,2.9741369863013696,80.21506849315068
10058,41.823502,-73.773165,88.03699493,45.0,31.0,0.2359185978623454,3.8655884931506854,8.804082191780822,64.03978082191782,2.0627945205479454,3.497506849315069,82.01238356164383
10059,42.501345,-71.07132,28.54839897,0.0,40.0,0.2551370411759954,3.817758630136986,9.274849315068495,62.30068493150685,2.5887945205479452,3.8033972602739734,80.83
10060,37.889125,-122.29371,19.32143974,0.0,21.0,0.3631147150078566,4.699574246575343,14.15772602739726,54.61172602739726,3.6754520547945204,2.0840273972602743,76.75739726027396
10063,37.295092,-121.89649,42.72908783,45.0,0.0,0.2933227581551894,5.223814246575342,14.15213698630137,35.56638356164383,3.4606027397260273,2.031123287671233,72.98301369863013
10064,42.659936,-70.61727,1.32654357,0.0,12.0,0.2556438418666237,3.849809863013699,9.855041095890412,60.489260273972604,4.597753424657534,4.316493150684932,81.83394520547945
10067,33.852449,-117.732192,261.3201599,45.0,22.0,0.3198115754157538,5.287769589041096,16.686246575342466,40.626465753424654,2.763835616438356,1.4382191780821916,55.07038356164383
10068,37.296355,-121.917905,48.4643364,0.0,16.0,0.2434395193400507,5.223814246575342,14.15213698630137,35.56638356164383,3.4606027397260273,2.031123287671233,72.98301369863013
10069,37.256743,-121.92312,69.19603729,90.0,20.0,0.3238372582078333,5.223814246575342,14.15213698630137,35.56638356164383,3.4606027397260273,2.031123287671233,72.98301369863013
10070,38.22309,-86.86155,168.7596588,0.0,22.5,0.287259670362143,3.995635342465753,13.543616438356164,62.03372602739725,3.1513698630136986,4.1548493150684935,81.01493150684931
10071,40.275042,-120.523978,1479.807739,0.0,33.5,0.3627582247478118,4.8982936986301375,8.162246575342467,45.89295890410959,2.645095890410959,2.041342465753425,63.058383561643836
10072,40.515645,-74.85319,48.90737915,0.0,24.0,0.3008194767817826,3.9429153424657533,11.189917808219178,63.853945205479455,2.131835616438356,3.4916986301369866,80.43227397260274
10073,20.889294,-156.50497,92.2096405,0.0,0.0,0.2960265266643787,5.911895342465754,24.19871232876712,43.20967123287671,6.093068493150685,1.7340547945205482,79.25101369863013
10075,34.033564,-117.03776,818.6390991,0.0,15.0,0.3453085447523568,5.673676164383561,15.783972602739725,29.23523287671233,3.011013698630137,1.0131780821917808,49.32010958904109
10076,40.595359,-77.5774,151.9619598,0.0,40.7,0.2202465888102049,3.809018082191781,10.500383561643835,67.17328767123287,2.069917808219178,2.9305753424657532,79.6951506849315
10077,39.012404,-94.21156,246.6464996,0.0,35.0,0.3351496367817503,4.112330684931507,11.804465753424658,60.1208493150685,4.5660273972602745,3.7249863013698628,82.07046575342464
10078,38.891257,-76.989082,26.1155777,45.0,15.0,0.1970267409706546,4.335662465753425,13.77405479452055,60.88734246575343,3.893068493150685,2.7712328767123284,75.86482191780821
10079,36.864488,-119.625961,133.1977692,0.0,24.0,0.3488693393981052,5.372543287671233,14.129397260273972,35.53934246575343,2.217041095890411,2.0897808219178087,51.75947945205479
10080,41.664582,-87.84378,200.9579926,0.0,0.0,0.2662838954035362,3.706163287671233,9.393178082191781,64.7286301369863,4.658328767123288,3.4144657534246576,82.54293150684931
10081,39.279498,-77.651917,133.2598267,0.0,37.0,0.1918682266214035,4.001263561643835,12.297753424657534,64.21465753424657,3.2476986301369863,2.9729041095890416,77.19939726027397
10082,41.618754,-70.867667,1.819200993,45.0,16.5,0.271740863891691,3.960663287671233,10.901369863013699,61.99597260273972,6.456219178082192,4.051753424657535,81.7086301369863
10083,21.284,-157.79925,61.62408829,90.0,0.0,0.3714987870982772,5.810266301369863,25.263534246575343,50.59569863013699,6.340657534246576,1.891068493150685,76.89717808219179
10085,32.714084,-97.455784,220.5956421,0.0,34.0,0.2897639600670501,4.775611506849315,18.70857534246575,52.10427397260273,4.399397260273973,2.107041095890411,69.30432876712328
10086,27.091783,-82.44846,4.389044762,0.0,0.0,0.2791552172921763,5.13915095890411,24.371753424657534,50.02435616438356,4.192712328767124,3.8051506849315064,78.65375342465754
10087,21.2946,-157.69721,0.63196522,180.0,1.0,0.3223017469330246,5.810266301369863,25.263534246575343,50.59569863013699,6.340657534246576,1.891068493150685,76.89717808219179
10088,33.081421,-96.88957,176.6570892,0.0,32.5,0.3008020995727892,4.576164383561644,18.45841095890411,50.98293150684932,4.469095890410959,2.365068493150685,71.62586301369863
10089,44.726517,-92.86147,240.9161987,0.0,40.0,0.3136972901011387,3.6960167123287673,5.764465753424658,64.08016438356164,4.6321369863013695,3.134054794520548,84.12139726027397
10090,39.131705,-77.14981,133.0422821,45.0,18.0,0.1829110200338689,4.001263561643835,13.77405479452055,64.21465753424657,3.893068493150685,2.7712328767123284,75.86482191780821
10092,32.216326,-110.88511,783.0465698,0.0,30.0,0.4233472920014553,5.639440547945206,17.48419178082192,38.17134246575342,3.5433150684931505,1.165095890410959,44.637506849315066
10093,44.444429,-73.018273,98.47660065,0.0,30.0,0.1787848708108384,3.540532602739726,6.099534246575343,69.93769863013699,2.684712328767123,3.014739726027397,82.21372602739727
10094,42.318695,-71.42344,57.64004517,45.0,23.0,0.1880841494129342,3.817758630136986,9.274849315068495,62.30068493150685,2.5887945205479452,3.8033972602739734,80.83
10095,47.55318,-122.37593,114.2790909,0.0,40.0,0.2534096075319208,3.4105328767123293,10.581123287671232,68.24956164383562,1.8562739726027395,2.471205479452055,82.27528767123287
10096,40.49762,-105.053886,1491.451904,0.0,28.0,0.3077131427991169,4.549128219178082,9.244849315068493,57.085506849315074,3.707205479452055,1.3006575342465754,51.96978082191781
10098,34.232003,-118.24753,507.0137939,45.0,4.0,0.2564814570094095,5.47066904109589,16.79323287671233,34.041972602739726,2.8243561643835613,1.90786301369863,62.3435890410959
10099,42.196144,-71.76272,129.1191864,0.0,26.0,0.2355725508181458,3.817758630136986,9.05167123287671,62.30068493150685,2.2036986301369863,3.744712328767123,81.53191780821918
10101,40.742901,-73.67895,33.91693497,0.0,41.0,0.2570501492693112,4.01976904109589,12.231835616438357,62.187123287671234,5.282657534246575,4.734027397260274,81.48610958904109
10102,38.88106,-76.983248,19.32886505,45.0,0.0,0.2344083027440601,4.335662465753425,13.77405479452055,60.88734246575343,3.893068493150685,2.7712328767123284,75.86482191780821
10103,36.04347,-85.094842,585.9217529,0.0,26.5,0.2484672431352028,4.352461643835617,14.298575342465751,59.807945205479456,1.8776164383561644,4.727616438356166,78.52808219178083
10104,38.684324,-121.06879,243.4949341,0.0,23.0,0.3359240289997925,5.142558630136986,16.377726027397262,38.72128767123288,3.1706301369863015,2.320986301369863,61.64657534246575
10105,27.966602,-80.650309,8.121357918,135.0,0.0,0.1792521554969512,4.908635890410959,23.686904109589044,50.27041095890411,4.0898082191780825,4.948739726027398,81.11375342465753
10106,34.290657,-118.536841,422.4050903,0.0,21.0,0.3529703906439103,5.47066904109589,15.945726027397258,34.041972602739726,3.195890410958904,1.8000821917808218,55.03945205479452
10107,21.406393,-157.807548,39.99716949,90.0,0.0,0.2269220539062834,5.810266301369863,25.263534246575343,50.59569863013699,6.340657534246576,1.891068493150685,76.89717808219179
10108,20.813777,-156.294501,849.3543701,45.0,12.0,0.3618676420002987,5.911895342465754,24.19871232876712,43.20967123287671,6.093068493150685,1.7340547945205482,79.25101369863013
10109,37.057575,-122.01507,229.5130768,0.0,34.0,0.3166713048103897,4.699574246575343,14.12117808219178,54.61172602739726,2.6754520547945204,2.0207671232876714,74.72854794520548
10111,33.639994,-117.60351,282.7453613,45.0,22.0,0.3004235588772698,5.287769589041096,17.149671232876713,40.626465753424654,2.8942191780821913,1.522958904109589,66.39002739726027
10112,37.198875,-121.84287,111.6747589,45.0,26.0,0.2931635079145911,5.223814246575342,14.12117808219178,35.56638356164383,2.6754520547945204,2.0207671232876714,74.72854794520548
10114,37.35115,-120.6056,47.00376129,0.0,0.0,0.3322547865616369,5.2654238356164385,17.671589041095892,36.76619178082192,3.1031506849315065,1.7054246575342467,55.40893150684932
10116,35.078246,-106.61747,1577.90918,0.0,12.0,0.3433110115936756,5.406556712328767,13.70572602739726,42.9798904109589,3.4355890410958905,0.7478356164383563,43.485150684931504
10117,37.856926,-122.25084,79.42542267,90.0,0.0,0.2806217501682747,4.699574246575343,14.15772602739726,54.61172602739726,3.6754520547945204,2.0840273972602743,76.75739726027396
10118,33.179587,-117.24461,125.1211853,90.0,1.0,0.3243155329090826,5.287769589041096,17.249342465753426,40.626465753424654,3.071561643835616,1.8955616438356164,74.66336986301368
10119,40.503746,-111.96327,1380.822632,90.0,30.0,0.2430887370270405,4.683581369863013,8.539698630136987,50.73789041095891,2.8343835616438353,1.7781369863013698,59.497643835616444
10120,30.811453,-93.116972,49.79487228,0.0,30.0,0.2690081077947721,4.481978082191781,19.343013698630138,56.74334246575342,1.8547123287671234,3.8941369863013704,80.6208493150685
10121,42.862193,-73.96317,140.2158508,0.0,0.0,0.2884164498659841,3.725861095890411,7.770876712328767,66.28578082191781,2.0563013698630135,3.274082191780822,83.41936986301371
10122,38.819297,-89.9551,163.3718872,45.0,25.0,0.2830009637143487,4.0325424657534255,12.166328767123288,59.52512328767123,4.2661643835616445,3.4651780821917813,80.98830136986301
10125,40.719249,-73.35829,13.76091576,0.0,21.75,0.2489748394261339,4.01976904109589,12.339863013698627,62.187123287671234,6.22131506849315,4.767013698630136,82.10095890410959
10128,42.189617,-71.697977,93.57968903,180.0,0.0,0.2410728428243362,3.817758630136986,9.05167123287671,62.30068493150685,2.2036986301369863,3.744712328767123,81.53191780821918
10131,39.885202,-104.88339,1546.370361,0.0,0.0,0.3012355550828433,4.769930684931507,9.622328767123289,50.30213698630136,3.4811780821917813,1.318876712328767,50.83249315068493
10132,40.759156,-82.51118,359.3208618,0.0,45.0,0.1409721642048789,3.843227671232876,10.146849315068494,67.06939726027397,4.662520547945206,2.799972602739726,80.94800000000001
10133,37.886786,-122.45936,127.8818283,0.0,30.0,0.3586764634398174,4.699574246575343,14.15772602739726,54.61172602739726,3.6754520547945204,2.0840273972602743,76.75739726027396
10134,32.80225,-117.02431,199.9881897,45.0,9.5,0.3816434556781685,4.851427945205479,16.44682191780822,62.58323287671232,3.3513150684931508,1.6185205479452054,59.65956164383561
10135,29.87131,-81.29464,0.678874552,0.0,30.0,0.2675194078612082,4.757951232876712,22.50630136986301,57.69684931506849,3.6066849315068494,3.536520547945205,79.72328767123287
10138,38.901811,-76.99097,14.36303139,135.0,0.0,0.2068915920486882,4.335662465753425,13.77405479452055,60.88734246575343,3.893068493150685,2.7712328767123284,75.86482191780821
10139,37.811676,-121.98647,118.557518,45.0,18.0,0.449227987052465,5.223814246575342,14.699780821917809,35.56638356164383,3.983095890410959,2.5535890410958904,72.71279452054794
10140,34.063769,-118.380435,42.90662003,0.0,15.0,0.2466397744231873,5.47066904109589,16.79323287671233,34.041972602739726,2.8243561643835613,1.90786301369863,62.3435890410959
10141,21.338055,-158.02499,10.1350174,0.0,0.0,0.3607556823367427,5.919731780821919,25.091534246575343,47.49904109589041,5.834876712328767,2.6516712328767125,75.95090410958905
10142,40.649202,-74.34567,39.07488251,45.0,30.0,0.202089123494876,3.9429153424657533,11.685342465753424,63.853945205479455,3.088164383561644,3.7403561643835617,80.58397260273973
10143,42.20532,-71.162375,56.31416321,0.0,28.0,0.2224553375599862,3.817758630136986,9.780191780821918,62.30068493150685,2.548328767123288,3.9,81.31402739726028
10146,26.263669,-81.576891,6.42920208,45.0,0.0,0.2722360223626813,5.042542739726027,24.17813698630137,47.58786301369863,3.547972602739726,4.0278904109589035,79.94043835616439
10147,40.33371,-74.58512,28.00676537,0.0,55.0,0.1917624334303115,3.9429153424657533,11.685342465753424,63.853945205479455,3.088164383561644,3.7403561643835617,80.58397260273973
10148,44.484038,-73.22126,62.71059036,0.0,23.0,0.2513220067026644,3.540532602739726,6.099534246575343,69.93769863013699,2.684712328767123,3.014739726027397,82.21372602739727
10149,34.469945,-114.27861,301.4727173,0.0,15.0,0.4222313850391678,5.801723287671233,21.391342465753425,31.146219178082188,3.5954520547945203,0.6712054794520548,33.50983561643836
10150,37.859936,-121.983338,229.5843201,45.0,37.0,0.2743727718681141,5.223814246575342,14.699780821917809,35.56638356164383,3.983095890410959,2.5535890410958904,72.71279452054794
10151,39.9656,-76.17781,162.4112854,0.0,30.0,0.2343917091837314,4.093047671232877,11.820849315068493,63.73646575342465,2.8123013698630137,3.2330684931506846,78.56682191780821
10152,41.662281,-73.0482,243.9737091,0.0,45.0,0.2920552034453047,3.8655884931506854,9.838630136986302,64.03978082191782,2.284082191780822,3.654493150684931,80.75175342465754
10153,33.868412,-118.366253,31.27039528,0.0,18.0,0.2847347537228151,4.9168975342465755,16.79323287671233,57.156876712328774,2.8243561643835613,1.90786301369863,62.3435890410959
10156,32.788736,-116.90487,0.0,45.0,0.0,0.3572754112635664,5.70318,16.44682191780822,34.83454794520548,3.3513150684931508,1.6185205479452054,59.65956164383561
10157,35.106396,-106.57927,0.0,45.0,20.0,0.3463792671402084,5.406556712328767,13.70572602739726,42.9798904109589,3.4355890410958905,0.7478356164383563,43.485150684931504
10158,34.481172,-118.42821,0.0,45.0,22.5,0.3408953322867457,5.47066904109589,16.016739726027396,34.041972602739726,3.375232876712329,1.4737534246575341,52.36868493150685
10159,39.504706,-76.57112,0.0,0.0,30.0,0.3069130549726538,4.093047671232877,12.55490410958904,63.73646575342465,3.9047123287671233,2.9993972602739727,77.4083287671233
10161,41.56033,-72.33795,0.0,45.0,45.0,0.302950565626303,3.9145972602739727,10.279287671232876,62.96049315068494,2.5393698630136985,3.7178904109589035,80.88660273972603
10162,34.976173,-99.3952,0.0,0.0,25.0,0.3485121242270255,5.0215997260273975,15.801753424657537,48.23386301369863,4.799068493150685,2.1622191780821916,66.43380821917808
10166,41.492808,-81.687576,0.0,90.0,1.0,0.2200134207753633,3.58224794520548,10.410520547945206,76.34049315068494,5.261972602739726,2.6267123287671232,80.37816438356164
10167,39.174164,-77.674422,0.0,45.0,37.0,0.2045687341288608,4.001263561643835,13.343397260273973,64.21465753424657,3.249260273972603,2.766849315068493,75.96079452054794
10168,43.392935,-70.750133,0.0,0.0,34.0,0.3482166392226825,3.7849561643835616,7.803315068493151,61.697671232876715,2.78041095890411,4.282164383561644,83.48506849315068
10169,39.147128,-92.484962,0.0,0.0,35.0,0.283877246264736,4.056060547945205,12.096328767123287,60.91032876712329,4.128986301369863,3.239041095890411,80.95723287671234
10171,42.419496,-71.15635,0.0,45.0,0.0,0.2346835483696918,3.817758630136986,9.274849315068495,62.30068493150685,2.5887945205479452,3.8033972602739734,80.83
10172,35.022523,-80.733357,0.0,90.0,23.0,0.2704731784598599,4.501978630136986,17.072410958904108,56.120575342465756,2.1002739726027397,3.2233424657534244,75.89312328767124
10173,43.025217,-78.70394,0.0,45.0,0.0,0.2490467515036581,3.478576438356164,8.75586301369863,75.99698630136987,3.73131506849315,2.765205479452055,80.54838356164385
10175,37.436451,-121.89438,0.0,45.0,20.0,0.3055330515010655,5.223814246575342,14.15213698630137,35.56638356164383,3.4606027397260273,2.031123287671233,72.98301369863013
10176,41.890203,-72.360679,0.0,45.0,30.0,0.2019670885946607,3.9145972602739727,9.178794520547946,62.96049315068494,2.1526301369863017,3.668657534246575,80.93506849315068
10177,37.592184,-122.04577,0.0,0.0,18.0,0.2758696415089977,4.699574246575343,14.15213698630137,54.61172602739726,3.4606027397260273,2.031123287671233,72.98301369863013
10178,42.287355,-75.972045,0.0,45.0,30.0,0.2545384323858731,3.57251205479452,7.6536986301369865,71.37704109589042,2.4866027397260275,2.9598904109589044,83.6161095890411
10181,40.136203,-76.893352,0.0,0.0,27.0,0.2655668399820964,3.873484109589041,11.696630136986302,66.07328767123288,2.920054794520548,3.0942739726027395,78.1114794520548
10182,37.305714,-121.81145,0.0,45.0,30.0,0.3185015499936541,5.223814246575342,14.15213698630137,35.56638356164383,3.4606027397260273,2.031123287671233,72.98301369863013
10183,34.176238,-118.61992,0.0,90.0,23.0,0.3054754864090742,5.47066904109589,16.89786301369863,34.041972602739726,3.1724931506849314,2.7515616438356165,69.89361643835618
10184,32.814636,-116.904508,0.0,0.0,0.1,0.3020712422349207,5.70318,16.44682191780822,34.83454794520548,3.3513150684931508,1.6185205479452054,59.65956164383561
10185,34.208837,-118.87348,0.0,0.0,15.0,0.2961452205223315,5.47066904109589,16.89786301369863,34.041972602739726,3.1724931506849314,2.7515616438356165,69.89361643835618
10186,46.53932,-108.53775,0.0,0.0,1.0,0.3063255666849009,3.8752890410958907,6.02054794520548,63.67216438356164,4.372876712328767,1.6120547945205481,69.0826301369863
10187,45.522248,-109.48875,0.0,0.0,34.0,0.2176602569889698,3.9723808219178083,6.0902739726027395,65.91180821917808,4.3163835616438355,1.8488767123287673,66.18646575342466
10188,40.55051,-111.877728,0.0,0.0,26.0,0.352584523251351,4.683581369863013,8.539698630136987,50.73789041095891,2.8343835616438353,1.7781369863013698,59.497643835616444
10190,40.226302,-111.64439,1386.796753,45.0,30.0,0.3136840162199146,4.683581369863013,8.78413698630137,50.73789041095891,2.9937260273972606,1.4505205479452057,56.33019178082192
10192,37.269086,-121.912547,55.06858826,45.0,18.0,0.3242499523818222,5.223814246575342,14.15213698630137,35.56638356164383,3.4606027397260273,2.031123287671233,72.98301369863013
10194,38.590652,-90.35168,162.9224243,45.0,23.0,0.213062702775454,4.0253019178082186,12.726684931506849,61.020876712328764,2.819068493150685,3.5208493150684936,80.43791780821918
10196,37.228594,-121.98396,123.9370117,180.0,18.4,0.2772656232600324,5.223814246575342,14.12117808219178,35.56638356164383,2.6754520547945204,2.0207671232876714,74.72854794520548
10197,26.179495,-80.27183,2.772278547,0.0,22.0,0.2029570790484463,4.873544383561644,26.11876712328767,47.199616438356166,4.932739726027397,3.7396712328767125,76.19832876712329
10199,21.459206,-158.0116,211.8657837,45.0,0.0,0.3060262328143072,5.919731780821919,25.091534246575343,47.49904109589041,5.834876712328767,2.6516712328767125,75.95090410958905
10200,30.582556,-97.277096,151.7875671,0.0,30.0,0.2791141140106056,4.794513972602739,20.239424657534244,55.324301369863,4.198301369863014,1.9332054794520548,69.4705205479452
10201,42.964915,-71.588423,190.1954498,45.0,34.0,0.3570371321624818,3.817758630136986,7.309808219178082,62.30068493150685,2.213424657534247,3.2674794520547943,82.14758904109588
10203,33.77776,-112.07945,511.4154358,0.0,1.0,0.2976776190387972,5.795607123287671,18.424356164383564,34.10397260273973,3.2406301369863013,1.348191780821918,41.233479452054794
10204,43.645603,-89.78104,322.0367126,0.0,45.0,0.2541769221614823,3.6538775342465755,6.375561643835616,66.2970410958904,4.685671232876713,3.269616438356165,86.38454794520548
10205,38.464212,-105.27973,1946.012207,0.0,35.0,0.6522562491435714,4.9670153424657535,8.950986301369863,50.743095890410956,3.801397260273973,1.065013698630137,49.92893150684932
10206,42.502113,-71.365424,64.8028183,45.0,1.0,0.1999212808041851,3.817758630136986,9.274849315068495,62.30068493150685,2.5887945205479452,3.8033972602739734,80.83
10207,39.146479,-77.72798,170.8453522,0.0,15.0,0.2250249185280058,4.001263561643835,13.343397260273973,64.21465753424657,3.249260273972603,2.766849315068493,75.96079452054794
10208,37.280241,-122.037668,118.5380554,0.0,8.5,0.2504675012913512,4.699574246575343,14.15213698630137,54.61172602739726,3.4606027397260273,2.031123287671233,72.98301369863013
10209,32.969472,-97.14486,184.1144867,0.0,40.0,0.2315334628327424,4.775611506849315,18.45841095890411,52.10427397260273,4.469095890410959,2.365068493150685,71.62586301369863
10210,30.329704,-97.8751,251.3063965,45.0,1.0,0.2591670517555889,4.794513972602739,19.775260273972602,55.324301369863,4.344246575342466,2.0574520547945205,68.2681095890411
10211,38.833563,-76.877743,80.96591187,0.0,30.0,1.639661280159607,4.335662465753425,13.77405479452055,60.88734246575343,3.893068493150685,2.7712328767123284,75.86482191780821
10212,34.328499,-118.426913,507.7799072,90.0,22.5,0.3177363587216287,5.47066904109589,16.016739726027396,34.041972602739726,3.375232876712329,1.4737534246575341,52.36868493150685
10213,32.79869,-117.202986,51.08882141,0.0,18.4,0.3498569428672412,4.851427945205479,17.249342465753426,62.58323287671232,3.071561643835616,1.8955616438356164,74.66336986301368
