system_id,latitude,longitude,elevation_m,azimuth,tilt,dc_capacity_kW,mean_power_generation_kW,performance_ratio
10375,42.496679,-71.27504,43.24970627,180.0,1.0,6.21,1.5361500129365508,0.2473671518416346
10376,32.945021,-117.13526,121.3897934,225.0,23.0,5.775,2.2391566402338254,0.38773275155564074
10377,40.697907,-82.464016,426.6678467,180.0,18.4,6.12,1.5486604933683572,0.2530491002235878
10378,40.6949,-73.65394,17.51904106,180.0,30.0,7.5,1.6260959792392242,0.21681279723189656
10379,43.026284,-78.69304,180.9289093,225.0,33.0,6.12,2.024999841894845,0.33088232710700083
10380,40.38584,-111.73333,1497.346802,180.0,1.0,9.945,3.2647843866621535,0.32828400066989977
10383,37.380207,-122.08787,37.39385223,225.0,10.0,4.59,1.0814253862097014,0.23560465930494584
10384,34.231754,-119.05258,44.74777222,315.0,14.0,10.725,3.0460439901491565,0.28401342565493304
10385,34.265003,-118.77177,244.1563416,0.0,23.0,6.25,4.012410467416174,0.6419856747865879
10386,36.182407,-94.1082,406.3269348,180.0,4.76,25.0,5.797439356343748,0.23189757425374993
10387,42.836245,-71.16246,79.10372162,225.0,37.0,8.4,2.111782222286101,0.2514026455102501
10388,42.196065,-71.43797,76.3049469,225.0,42.0,8.82,2.283689990352392,0.2589217676136499
10394,34.447959,-117.19222,923.5661621,90.0,22.6,7.0,2.5348393478028877,0.36211990682898393
10395,40.637152,-74.37493,43.60865402,135.0,27.0,6.76,1.3677797022212779,0.20233427547652041
10396,45.108581,-93.33988,263.0507202,225.0,22.6,7.54,1.7171508820443993,0.22773884377246675
10397,32.84681,-116.98983,101.5931168,180.0,1.0,4.32,1.5509885306193092,0.35902512282854376
10398,30.340111,-97.98869,265.4246216,225.0,30.3,11.7,3.031059723264696,0.2590649336123672
10400,38.999759,-77.10185,92.503685,225.0,9.5,9.1,1.2967238358329491,0.1424971248168076
10405,41.499202,-81.55434,301.6975403,90.0,40.0,5.2,0.9911118348909685,0.19059842978672473
10411,33.562698,-117.69941,110.2840042,225.0,19.0,7.8,2.657118468340614,0.3406562138898223
10412,33.594521,-117.254781,393.4776306,180.0,17.0,5.232,2.076064879382946,0.3968013913193704
10414,35.834919,-120.98093,326.0670166,45.0,20.0,7.65,3.01107843112217,0.3936050236761006
10415,33.601629,-117.639943,208.2307587,180.0,22.0,5.985,2.0461532072780653,0.34188023513417964
10416,32.949203,-117.110144,162.4620819,135.0,34.0,6.84,2.418679093657097,0.3536080546282306
10417,42.322524,-71.485813,89.1847229,225.0,25.0,8.829,2.259269871626321,0.2558919324528623
10418,33.102384,-117.185253,294.6968384,180.0,22.0,2.1,0.7129952034234011,0.33952152543971476
10419,42.805194,-71.29878,66.7144928,135.0,40.0,7.83,2.0670968019065246,0.26399703728052676
10420,37.257643,-121.89072,57.04691315,180.0,22.0,4.675,1.4400256100312174,0.3080268684558754
10428,32.762956,-116.990114,221.3686066,180.0,23.0,7.32,2.764446219654913,0.37765658738455093
10429,35.643545,-78.83486,136.568985,225.0,1.0,4.68,0.8304212648942615,0.17744044121672256
10431,33.181543,-117.11136,284.0408936,180.0,1.0,3.64,1.2320578998752378,0.33847744502066973
10433,38.622168,-120.849562,557.5874023,180.0,22.62,5.04,1.504993183333651,0.29860975859794664
10434,33.071419,-117.248968,57.95639038,180.0,22.0,5.185,1.6517897015669636,0.3185708199743421
10435,37.562218,-121.99433,18.64838982,270.0,18.5,6.16,1.766343627628935,0.2867440953943076
10436,33.714889,-117.7633,62.85818863,135.0,1.0,6.72,2.1703944918668454,0.3229753708135187
10439,37.43,-122.11,2.335531473,225.0,20.0,8.25,2.499709074673296,0.3029950393543389
10440,37.70719,-122.06153,102.2080688,180.0,1.0,2.805,0.8760326146216906,0.31231109255675243
10442,33.99605,-84.47464,326.074707,180.0,27.0,8.25,2.1131028486852683,0.2561336786285174
10443,42.644953,-70.963074,20.3956089,135.0,32.0,5.4,0.8383863469315145,0.1552567309132434
10444,40.357034,-76.13741,126.5065384,180.0,40.0,12.22,3.2183594330850083,0.2633682023801152
10448,36.687543,-76.22905,6.747202396,225.0,20.13,7.28,2.0523605147573405,0.2819176531260083
10449,32.873849,-116.90477,129.0788422,180.0,23.0,6.3,2.365870197693142,0.37553495201478443
10450,34.211171,-118.19776,439.745575,315.0,14.0,8.84,2.5345288913400883,0.2867114130475213
10451,40.99904,-74.03291,15.31367016,135.0,1.0,8.71,2.0143963644804477,0.23127397984850143
10452,32.976054,-96.696818,191.2928009,180.0,4.0,11.55,4.101809381967177,0.3551350114257296
10456,33.568617,-117.25264,375.4751892,225.0,22.6,6.5,2.310387088578376,0.3554441674735963
10457,39.508177,-76.18066,24.60296631,135.0,1.0,4.76,1.2746249112778445,0.26777834270542955
10458,40.604252,-74.44612,24.44393158,90.0,25.0,5.4,1.1387867065805601,0.21088642714454817
10460,43.289787,-77.79548,87.41612244,180.0,1.0,7.015,1.782332746131654,0.25407451833665773
10461,35.779715,-78.904864,91.44396973,180.0,26.0,5.88,1.7907125523022518,0.3045429510718115
10462,41.886364,-83.69556,208.3437195,180.0,40.0,3.12,1.1547560609689322,0.370114122105427
10464,45.011215,-93.15536,284.3616638,135.0,34.0,6.24,1.3170934296697694,0.211072665011181
10466,32.7991,-116.97334,128.4884338,45.0,2.0,5.7,1.486939195774998,0.260866525574561
10467,37.75735,-121.95213,130.0442047,270.0,18.0,5.04,2.8162878602865975,0.5587872738663884
10468,39.001104,-121.09171,434.1965332,180.0,17.0,13.44,4.543589858680586,0.3380647216280198
10474,32.761801,-117.01273,177.9120636,180.0,1.0,5.5,1.6715293046921407,0.30391441903493466
10475,33.005753,-117.082645,242.9938202,180.0,1.0,3.965,1.5571997873357657,0.39273639024861684
10476,33.705099,-117.721456,132.1817017,180.0,22.0,4.95,1.5443102073041421,0.31198186006144285
10477,37.444879,-122.26253,157.7673645,225.0,18.0,9.0,2.9127454907327843,0.32363838785919824
10478,43.214613,-77.70626,124.6604919,180.0,34.0,5.98,1.0397405644765512,0.1738696596114634
10479,38.797424,-77.39237,104.1178818,180.0,40.0,7.14,1.743899855681366,0.24424367726629778
10480,37.378341,-122.02398,25.17967987,180.0,18.4,3.9,1.3029422829745567,0.334087764865271
10481,38.817993,-121.2631,53.17626572,180.0,30.0,4.42,1.2999010024506203,0.2940952494232173
10482,37.016943,-121.56581,61.07232285,90.0,18.4,6.84,1.7248869371062283,0.25217645279330825
10483,34.865445,-82.02018,226.7446594,225.0,17.0,9.12,2.15421671467567,0.23620797310040245
10485,33.158472,-117.197431,184.9961395,135.0,20.0,5.7,2.0994447192461196,0.36832363495545956
10487,33.758216,-118.36425,380.4529114,270.0,1.0,5.4,1.7540270241546767,0.3248198192879031
10491,41.439784,-90.428,219.0691223,180.0,39.8,7.28,2.097522579434667,0.2881212334388279
10492,32.819123,-116.997464,152.6674957,270.0,15.0,7.93,2.763355915474,0.34846858959319044
10493,34.088808,-118.40612,132.243103,180.0,22.6,5.72,1.9243006313911635,0.3364161942991545
10494,38.768829,-121.33629,38.27200699,180.0,30.0,8.32,2.586897336224092,0.3109251606038572
10495,44.999165,-93.29823,263.4954834,180.0,40.0,7.8,2.097300017744209,0.268884617659514
10496,42.949857,-73.902641,129.059967,180.0,33.0,21.66,5.527585725119872,0.2551978635789415
10499,42.800191,-83.5968,296.5933533,270.0,24.0,8.32,1.593140081448208,0.19148318286637114
10500,36.831723,-119.83198,102.622261,180.0,18.43,7.28,2.195595190315084,0.30159274592240165
10502,35.146144,-106.70851,1560.569946,180.0,1.0,5.0,1.6309238848243097,0.3261847769648619
10503,41.31353,-72.69791,32.95690155,180.0,42.0,15.08,2.795027223129062,0.18534663283349218
10504,37.843726,-122.24369,73.29285431,180.0,14.0,5.52,1.9258237170850845,0.3488811081675878
10505,37.37714,-122.12412,72.63864136,225.0,14.0,10.83,3.755497580670437,0.34676801298896004
10506,36.014586,-78.907996,116.0603638,180.0,38.0,4.675,1.2901964787333173,0.27597785641354383
10507,42.831686,-71.66743,102.2355576,180.0,40.0,11.4,3.247123241972673,0.2848353721028661
10509,42.28693,-75.972054,446.6958008,180.0,25.0,8.16,2.107890794794624,0.25831995034247845
10510,35.635844,-82.55992,654.9104614,180.0,18.4,8.58,2.0638928842317608,0.2405469562041679
10511,33.792687,-117.79975,95.8907547,180.0,18.0,6.71,1.6587944745075494,0.24721229128279423
10512,37.284042,-121.82664,50.73085785,180.0,21.0,7.28,2.166763241078228,0.2976323133349214
10513,41.836665,-72.56076,22.14652443,180.0,19.0,8.84,1.7188772258091611,0.19444312509153408
10514,35.934783,-81.54476,345.43396,135.0,32.0,11.88,2.353515248285278,0.19810734413175737
10516,42.328284,-75.95021,318.7971802,180.0,33.0,16.575,4.090465650581253,0.2467852579536201
10517,32.975992,-117.160806,100.657814,180.0,24.0,7.98,2.8253244779661615,0.354050686461925
10518,43.153969,-93.20037,344.9197388,180.0,1.0,6.71,1.6441204719688898,0.24502540565855288
10519,37.316983,-121.93555,41.46556473,135.0,22.6,7.28,2.0866193357175296,0.2866235351260343
10520,35.956676,-79.01806,96.49390411,135.0,37.0,4.16,1.0702235286551116,0.2572652713113249
10521,42.790736,-70.97286,45.02536011,135.0,34.0,3.27,0.6986120783738166,0.2136428374231855
10523,42.365936,-83.36513,195.5959625,90.0,18.4,8.37,1.5607639397997586,0.18647119949817906
10524,34.276154,-118.54581,367.3594971,180.0,8.0,10.08,3.1925084049055057,0.3167171036612605
10525,41.398462,-73.31474,138.1438293,315.0,34.0,24.525,3.96287572657832,0.1615851468533464
10526,42.439295,-71.23553,105.9509583,135.0,42.0,10.72,2.4909849257338803,0.2323679968035336
10527,33.998751,-117.44695,297.3831482,180.0,12.0,3.9,1.201956916500691,0.3081940811540233
10528,42.683841,-71.11171,57.69936371,0.0,23.0,11.0,2.987672954147834,0.27160663219525766
10529,40.68085,-73.46289,4.631625652,90.0,1.0,6.3,1.612456517499489,0.2559454789681729
10532,38.766341,-77.55578,70.89499664,90.0,27.0,8.75,2.1931804702881643,0.25064919660436163
10534,32.854572,-117.204564,113.7942581,225.0,18.0,3.06,1.0647878590553133,0.34796988858016775
10535,42.488735,-83.13752,197.2435303,225.0,1.0,6.84,1.5745674089464445,0.2301999135886615
10536,32.741256,-117.0951,0.0,225.0,10.0,10.54,3.4250425348665283,0.3249565972359135
10537,32.858727,-97.08453,0.0,180.0,33.7,11.76,3.5097919422228108,0.29845169576724584
10539,29.952305,-90.12347,0.0,135.0,22.0,5.04,0.9375432867401747,0.18602049340082832
10546,33.831866,-112.06339,0.0,225.0,18.0,10.08,3.621461043876605,0.3592719289560124
10551,40.451105,-74.43938,0.0,315.0,15.0,9.76,2.2263312306487366,0.2281077080582722
10552,32.662563,-116.95413,0.0,225.0,1.0,18.0,4.885913477206117,0.27143963762256207
10554,32.761791,-117.146557,0.0,180.0,6.0,7.29,1.9587994872146754,0.26869677465221886
10555,39.688278,-105.14558,0.0,135.0,63.0,10.26,3.313854035102331,0.3229877227195254
10556,42.226889,-71.22929,59.36129761,180.0,24.0,10.005,1.842090942851486,0.18411703576726496
10557,33.841114,-117.750485,248.0,225.0,17.0,4.76,1.5025759182723462,0.31566720972108114
10559,41.053182,-73.77672,61.32685089,180.0,30.0,8.25,1.3646645920934868,0.16541388995072567
10563,41.314075,-111.96366,1405.427002,180.0,18.0,4.675,1.6944770042922044,0.36245497418015066
10564,47.751434,-117.06934,650.6710205,180.0,22.0,11.34,2.6236421672309156,0.23136174314205604
10566,40.689007,-112.6698,1295.244751,180.0,34.0,10.4,3.8794596621036974,0.3730249675099709
10567,38.676103,-121.37656,29.87323761,180.0,20.0,5.98,1.9381298770475102,0.3241019861283462
10569,42.181875,-87.80956,197.5973969,270.0,23.0,7.425,0.9508831949948476,0.12806507676698284
10571,39.0509,-77.12261,115.8744583,135.0,16.0,7.875,1.662399351124538,0.21109833030152864
10575,33.997139,-117.044939,765.7584229,135.0,0.1,4.0,1.2494660550647423,0.31236651376618557
10576,38.245844,-122.101917,15.75713825,180.0,28.5,8.64,2.759026690244549,0.31933179285237834
10578,38.098221,-122.59809,28.96942711,225.0,25.0,3.51,0.8772951177206902,0.24994162898025366
10581,40.744646,-111.81123,1528.723877,90.0,35.0,3.64,0.893698024162787,0.24552143520955685
10582,39.53636,-119.8373,1419.316895,225.0,20.0,3.975,1.2717702162868871,0.3199421927765754
10583,33.650813,-117.81771,38.42378998,135.0,10.0,5.04,1.6326104499702265,0.3239306448353624
10586,32.93302,-117.066871,223.6728516,225.0,24.0,5.5,1.9636619455298003,0.3570294446417819
10588,33.958464,-118.30998,60.05977631,270.0,23.0,6.75,1.7033572650003173,0.2523492244444914
10589,35.200467,-119.17399,88.64964294,180.0,20.0,6.16,2.30354991663233,0.3739529085442094
10590,40.240558,-74.69588,21.27556229,180.0,28.0,11.025,3.006466421154747,0.272695366998163
10594,42.176401,-72.32646,0.0,135.0,20.0,8.37,2.09366075316974,0.25013868018754365
10595,40.636286,-73.6374,0.0,135.0,33.0,14.0,3.916132123467193,0.2797237231047995
10597,38.664824,-121.52061,0.0,225.0,1.0,6.21,1.8477865729310534,0.2975501727747268
10598,36.443322,-93.77474,0.0,180.0,1.0,10.08,2.835863490859354,0.28133566377572955
10599,34.029112,-118.3183,46.27072525,225.0,20.0,8.99,2.878630737020675,0.3202036414928448
10600,33.697268,-111.88321,619.5249023,180.0,15.0,39.06,13.407449940128966,0.3432526866392464
10602,33.975267,-117.72305,223.9647369,270.0,22.6,2.52,0.8120735245119501,0.3222513986158532
10605,45.010632,-93.01845,293.8922119,180.0,1.0,40.0,5.848147223027661,0.14620368057569152
10606,44.539036,-92.53637,316.1326294,0.0,1.0,20.0,4.762128862013505,0.23810644310067525
10609,34.313088,-118.402347,428.7182617,270.0,14.0,8.32,2.6210372864774367,0.3150285200093073
10611,44.989065,-93.10666,264.2255554,180.0,1.0,9.9,2.5520643135936973,0.25778427410037347
10612,45.019315,-93.24304,274.5914307,180.0,1.0,40.0,10.018481836039754,0.25046204590099386
10614,35.847788,-78.70161,100.6715317,180.0,21.0,2.65,0.5744074871274023,0.2167575423122273
10617,39.897287,-77.52006,304.025116,0.0,30.0,7.685,1.7304579656867276,0.22517345031707584
10621,40.311246,-75.594,83.00963593,225.0,16.0,10.92,2.86499548633325,0.2623622240231914
10622,33.195354,-117.28232,103.2752991,180.0,16.0,2.5,0.9874932431909687,0.39499729727638744
10627,40.280454,-111.6491,1458.372559,180.0,1.0,11.2,2.0909822293045957,0.18669484190219604
10630,38.977362,-77.34658,129.8691711,180.0,33.5,9.625,2.093486024312158,0.21750504148697747
10631,44.52789,-123.2791,72.13011169,270.0,17.0,4.24,0.931363503354017,0.2196612036212304
10632,41.01002,-73.75158,82.27545166,225.0,22.0,15.66,3.6449070019482406,0.23275268211674588
10633,44.693805,-73.04099,0.0,225.0,31.0,5.025,1.0682636117495918,0.21258977348250582
10634,38.375397,-81.62367,0.0,225.0,25.0,4.24,0.930905028496128,0.21955307275852073
10636,36.359226,-119.318343,0.0,225.0,16.0,8.32,2.570413881369892,0.30894397612618896
10637,34.277648,-118.50047,0.0,180.0,19.0,11.772,4.199469910194942,0.356733767430763
10640,40.923748,-73.99879,0.0,90.0,20.0,10.85,2.66114959052486,0.24526724336634656
10641,42.880481,-71.38205,0.0,225.0,24.0,5.3,1.2658962671715799,0.2388483522965245
10643,39.395387,-119.72735,0.0,135.0,20.0,7.685,2.8405522217118775,0.3696229306066204
10645,38.509569,-122.3539,0.0,180.0,26.0,4.2,1.462115290664941,0.34812268825355736
10646,42.15243,-70.8205,0.0,225.0,40.0,24.96,4.115550669861024,0.16488584414507307
10647,41.480881,-81.80036,0.0,270.0,27.0,6.095,1.2353374117450393,0.20268046131994083
10649,41.011324,-73.84152,0.0,180.0,1.0,7.56,1.9548156853984096,0.258573503359578
10650,32.294508,-110.884167,0.0,225.0,20.0,10.8,4.489660044064767,0.4157092633393302
10652,33.997179,-118.40145,9.956918716,180.0,17.0,4.8,1.7327659831742395,0.3609929131612999
10653,42.049312,-72.551802,45.13833618,180.0,22.0,8.505,1.8723441682505644,0.2201462866843697
10654,40.278086,-111.71067,1421.363525,180.0,25.0,6.3,2.2650433307537003,0.3595306874212223
10657,46.175479,-119.262823,277.1871948,180.0,45.0,14.64,3.7412548191433403,0.2555501925644358
10659,42.240033,-70.999878,18.34610176,135.0,40.0,14.04,3.270705092507177,0.23295620317002685
10660,39.200035,-119.72732,1445.572876,180.0,27.0,10.865,3.730557136421581,0.34335546584644094
10661,37.781875,-122.290602,4.334996223,180.0,30.0,5.67,1.8539102974506925,0.32696830642869357
10662,35.989303,-115.257648,801.5690918,0.0,1.0,9.88,4.076087936225238,0.412559507715105
10664,34.253866,-118.752458,284.5342407,90.0,35.0,8.4,2.62364828699564,0.3123390817851952
10665,37.754403,-122.45325,232.6021118,180.0,23.0,3.42,1.227395170521318,0.3588874767606193
10666,37.269343,-121.84939,48.01668549,270.0,25.0,6.71,1.9852681115117001,0.29586708070219075
10668,35.529895,-82.70449,689.7992554,180.0,30.0,6.72,1.3326787112948302,0.19831528441887356
10669,32.85788,-116.948114,115.0258942,270.0,10.0,13.08,4.220827225336523,0.32269321294621733
10671,38.438161,-122.67419,67.30606079,225.0,27.0,4.48,1.4013734656449017,0.3128065771528798
10674,32.721632,-97.14698,174.3613434,225.0,27.0,3.18,0.5603128136871212,0.17619899801481798
10675,37.674431,-122.08883,28.16016006,0.0,20.0,6.72,1.4529840063085513,0.21621785808162966
10676,33.383801,-117.238359,250.4340515,180.0,15.0,13.92,4.789465997388797,0.34407083314574693
10677,42.416247,-71.00525,3.341784716,135.0,30.0,17.755,4.370555098080596,0.2461591156339395
10680,33.90213,-118.00966,43.98319244,225.0,22.0,8.96,3.017167748671213,0.33673747194991216
10681,40.41836,-86.81847,201.8924103,180.0,18.0,11.66,3.266663510646061,0.2801598208101253
10683,32.803799,-117.13595,122.9790573,225.0,26.0,3.6,0.9894266216414364,0.2748407282337323
10684,37.676995,-120.938429,33.02929688,180.0,21.0,11.4,3.6947101087433096,0.3240973779599394
10686,30.450122,-97.623,214.975174,315.0,28.0,11.118,3.0685038574208363,0.2759942307448135
10690,38.922478,-77.2566,127.741394,180.0,35.0,11.52,3.355292876071478,0.2912580621589825
10692,34.256952,-118.28453,589.1504517,90.0,11.0,5.67,1.48072083949268,0.2611500598752522
10693,37.892476,-122.47541,60.09486008,180.0,0.0,9.6,3.2552182164350256,0.3390852308786485
10694,34.164255,-118.54472,253.2916412,135.0,20.0,8.04,2.407568635302499,0.29944883523662924
10695,33.873759,-117.439964,358.1047974,180.0,23.0,12.48,4.596518047186602,0.3683107409604649
10696,38.299904,-90.30833,130.5682983,180.0,35.0,14.31,3.7489205990912033,0.26197907750462635
10697,37.322031,-121.850327,34.32526016,135.0,20.0,5.355,1.718888925569323,0.3209876611707419
10703,33.764691,-117.762319,129.9826508,135.0,20.0,5.76,1.5972249662146,0.27729600107892366
10705,33.170284,-117.285754,63.58420563,135.0,10.0,26.28,8.670456546285397,0.3299260481843758
10707,34.384663,-118.58704,479.76474,225.0,22.0,12.06,3.6288265817501584,0.3008977265132801
10708,43.38382,-123.53031,88.0,180.0,22.0,23.37,5.895086817697918,0.25225018475386896
10709,41.894676,-70.61999,43.04094696,225.0,23.0,11.66,2.613414117922734,0.2241350015371127
10710,41.2863,-82.21935,247.1768036,180.0,25.0,5.83,1.4200111901044323,0.24356967240213248
10717,40.449171,-74.84979,73.7766571,180.0,40.0,8.48,2.320191110242879,0.27360744224562256
10723,26.056111,-80.36373,1.483494043,270.0,18.0,8.64,2.4178370153898254,0.27984224715160017
10724,37.499175,-122.26655,37.24048615,225.0,16.0,5.175,1.739641625004133,0.3361626328510402
10730,42.436875,-71.77333,165.1942139,180.0,35.0,9.6,2.80237270206854,0.2919138231321396
10732,40.018814,-83.00894,245.341568,180.0,16.0,3.42,0.6764461189028821,0.19779126283710002
10733,33.542806,-112.084484,360.5365295,180.0,18.0,10.08,3.613620720452596,0.35849411909251944
10735,40.693538,-73.73574,17.31574821,135.0,45.0,4.2,0.8793769385474981,0.2093754615589281
10738,39.379382,-75.03923,0.64348346,225.0,20.0,7.65,1.710730639997346,0.223624920261091
10742,36.857765,-119.707831,115.1024323,180.0,0.0,9.1,3.35690419484393,0.36889057086197036
10744,41.116162,-74.07556,190.6907043,180.0,28.0,9.45,2.172313943624827,0.22987449138887062
10747,37.226194,-121.76514,68.41919708,135.0,26.0,6.72,2.1405111781095654,0.31852844912344724
10753,32.937354,-117.125658,90.21492004,180.0,21.0,7.68,2.5714182978636053,0.33482009086765696
10754,33.034586,-80.18599,25.73914719,90.0,4.0,19.44,2.861440255668721,0.14719342878954325
10756,40.460547,-79.951682,288.0899963,135.0,34.0,1.855,0.4455955310268731,0.24021322427324696
10757,41.99215,-88.30609,237.4832764,180.0,45.0,5.5,1.5305416342456923,0.27828029713558045
10758,42.278247,-71.23388,48.27561188,90.0,28.0,7.84,1.328366734285156,0.16943453243433113
10760,32.897459,-96.5497,141.2517548,180.0,1.0,5.3,1.6381332185880642,0.3090817393562385
10762,38.951397,-121.173062,275.5755615,180.0,22.0,15.36,5.655053882695333,0.36816757048797744
10767,37.554335,-122.27032,0.419999987,225.0,1.0,4.8,1.2632490154764737,0.2631768782242654
10774,33.673468,-118.00243,0.0,135.0,23.0,5.49,1.8144014824541745,0.33049207330677133
10775,34.018361,-117.85438,0.0,135.0,18.0,7.0,1.8823946364743378,0.26891351949633396
10777,39.567987,-78.22783,0.0,225.0,10.0,64.41,12.472473741251525,0.19364188388839507
10779,33.570763,-117.63463,0.0,90.0,20.0,4.48,1.1332821442301257,0.2529647643370816
10780,39.178737,-77.19564,0.0,180.0,1.0,5.415,1.136674600481533,0.2099122069217974
10781,29.674336,-95.48123,0.0,90.0,26.0,13.86,3.2462534037770303,0.23421741729993004
10782,33.941363,-117.99477,0.0,0.0,1.0,4.48,1.4192567150519306,0.3167983738955202
10790,39.434479,-77.81132,0.0,180.0,20.0,31.5,7.760149427470665,0.24635395007843383
10791,44.499082,-68.85667,0.0,180.0,1.0,14.4,4.395913285551347,0.30527175594106576
10793,42.530288,-114.47509,0.0,135.0,1.0,7.41,2.5140987395430603,0.3392845802352308
10795,39.272324,-77.77982,0.0,180.0,25.0,24.3,4.978039074064158,0.20485757506436864
10796,42.558576,-71.17031,0.0,180.0,34.0,9.3,2.5813875646840074,0.27756855534236635
10797,33.142706,-117.03049,0.0,225.0,20.0,5.76,2.0426213930223556,0.35462176962193676
10800,35.311112,-82.60288,0.0,135.0,30.0,5.2,1.1949560435064719,0.22979923913585998
10801,39.633946,-77.73025,0.0,180.0,30.0,24.7,6.100388321701447,0.24697928427941082
10802,41.667689,-70.4168,0.0,225.0,30.0,12.6,2.6602893427459273,0.21113407482110536
10803,41.439363,-120.58771,0.0,180.0,27.0,2.75,0.971434420671286,0.353248880244104
10804,34.153628,-118.43222,195.2886353,180.0,15.0,5.67,0.5119068997661456,0.09028340383882638
10806,42.451945,-71.14276,11.76059055,135.0,39.0,10.35,2.6475242889599824,0.25579944820869394
10808,28.425221,-81.30353,26.42727852,0.0,21.0,18.24,5.208188884097619,0.2855366712772818
10814,40.990032,-74.31023,96.2301712,180.0,36.0,11.07,2.5069908511699124,0.2264671048933977
10815,39.535285,-87.35222,148.8011169,180.0,25.0,7.975,2.2425720564472567,0.281200257861725
10817,33.581533,-117.72474,127.6264801,270.0,20.0,6.08,2.0650181753117254,0.339641147255218
10819,26.200486,-98.003295,25.87424088,180.0,20.0,9.6,2.058008741745502,0.2143759105984898
10821,37.289642,-121.98311,71.53981018,180.0,1.0,3.36,1.1077344378596927,0.32968286841062283
10822,43.666218,-116.292434,793.9783936,270.0,22.0,5.415,1.0778559007385116,0.1990500278372136
10823,40.042957,-75.53221,110.1309586,225.0,32.0,13.75,2.815367229853087,0.20475398035295178
10824,34.142119,-79.74311,27.18987656,180.0,38.0,7.425,1.3893538686746274,0.187118366151465
10825,33.167183,-117.290716,75.38074493,225.0,17.0,3.99,1.5077294155150218,0.37787704649499293
10826,32.249551,-110.8878,753.5637817,180.0,17.0,10.2,3.7239419828897775,0.3650923512637037
10829,39.963322,-105.15053,1652.250977,225.0,27.0,4.709,1.3220018904596367,0.28073941186231405
10831,39.109988,-77.829799,209.0714264,225.0,40.0,12.3,3.217435803943007,0.26158014666203305
10835,41.778888,-72.52384,70.31060791,225.0,23.0,10.325,2.570473400857952,0.24895626158430528
10837,41.351421,-72.396647,32.99946976,180.0,30.0,15.75,4.032536779096867,0.25603408121249954
10838,41.144661,-81.61948,302.1829224,270.0,33.0,8.25,1.3710309626973989,0.16618557123604835
10839,33.16156,-97.10376,191.6848145,270.0,31.0,9.35,1.3543902567428396,0.1448545729136727
10840,38.231364,-122.05414,2.373281479,90.0,23.0,7.0,2.07918311512028,0.29702615930289716
10843,27.826864,-81.53291,40.88606644,180.0,30.0,10.71,2.551537671641524,0.23823881154449333
10844,33.40992,-117.598067,62.06851959,225.0,20.0,6.3,1.8113869977449717,0.28752174567380506
10847,43.031491,-71.19598,55.7895813,180.0,45.0,14.79,3.025846628145104,0.20458733117952022
10848,38.549256,-121.73655,16.64908218,90.0,35.0,8.0,2.058682385941166,0.2573352982426457
10851,35.599177,-117.68065,713.2717896,180.0,18.0,4.48,1.9401668781357735,0.43307296386959226
10854,43.416335,-84.22384,195.5683441,180.0,21.0,5.225,1.093344729956081,0.20925257989590068
10856,40.336508,-74.43302,31.76063919,180.0,20.0,12.21,2.731270356257788,0.2236912658687787
10857,43.829382,-91.33919,201.9550323,180.0,19.0,9.075,2.197518424873449,0.24215079061966382
10858,32.500532,-99.69803,508.8392334,180.0,15.0,5.6,1.9524648839106475,0.3486544435554728
10862,40.532354,-105.0535,1519.733032,180.0,45.0,9.57,2.385611825594904,0.2492802325595511
10867,34.259052,-118.59426,302.6547241,180.0,24.0,6.27,2.7763485203277574,0.4427988070698178
10869,38.789165,-121.23825,74.95598602,0.0,1.0,9.81,3.337722195934481,0.34023671722064025
10870,34.002333,-118.03562,156.2836761,225.0,19.0,5.51,1.6725064132758944,0.3035401838976215
10871,41.126476,-112.04427,1360.59729,270.0,1.0,7.56,2.1531132947461438,0.28480334586589207
10874,42.266805,-83.72297,268.1486511,180.0,40.0,9.8,2.1009641681604214,0.21438409879187972
10880,40.596977,-74.879347,72.70033264,180.0,35.0,8.96,2.683440537197378,0.2994911313836359
10884,33.73297,-117.76932,54.09402847,225.0,20.0,6.4,2.224591754514205,0.3475924616428445
10887,33.687407,-117.663295,279.6602783,180.0,23.0,6.6,2.5423675364489355,0.385207202492263
10891,30.518975,-97.71439,234.7697296,270.0,22.0,8.25,2.400812984516172,0.2910076344868087
10895,33.212203,-96.67522,182.014389,180.0,1.0,9.315,3.0992415902632233,0.33271514656610024
10896,38.625217,-89.912488,174.3751373,135.0,27.0,14.0,3.551059659542097,0.2536471185387212
10897,37.294648,-120.47474,53.50553131,270.0,30.0,6.96,2.153378794679086,0.3093935049826273
10904,41.751566,-74.09475,53.95652771,180.0,45.0,15.696,3.4374559712091695,0.2190020369017055
10908,37.756264,-121.912452,145.8135681,135.0,25.0,4.06,1.416208298529878,0.3488197779630242
10909,42.10979,-88.04917,228.0310059,225.0,42.0,12.375,2.7570974671085526,0.22279575491786283
10911,42.609887,-71.55722,144.9421234,180.0,36.0,9.24,2.6927095550939546,0.29141878301882623
10912,37.917774,-122.30426,39.22325897,0.0,26.6,12.76,3.482726706923846,0.2729409644924644
10914,36.736946,-119.663985,102.3552628,180.0,22.0,4.96,1.7728264243472711,0.35742468232807884
10918,33.708843,-116.90948,748.8760986,135.0,21.0,4.64,1.7771621369449537,0.3830090812381366
