Unnamed: 0,ac_power_inv_21509_daily_max,ac_power_inv_21509_daily_mean,ac_energy_inv_21509_daily_sum
2024-01-01,4.567,3.022868421052632,28.721
2024-01-02,5.223,2.783330434782609,26.678
2024-01-03,5.691,2.766862068965517,26.752
2024-01-04,6.085,2.631417391304348,25.221
2024-01-05,5.739,2.565198275862069,24.803
2024-01-06,4.984,2.7674444444444446,26.986
2024-01-07,4.992,3.147608695652174,30.165
2024-01-08,4.812,3.095208695652174,29.668
2024-01-09,4.71,2.9682068965517243,28.692
2024-01-10,5.757000000000001,2.754322033898305,27.09
2024-01-11,4.901,3.081456896551724,29.792
2024-01-12,4.777,2.966194915254237,29.168
2024-01-13,4.72,2.8617166666666667,28.618
2024-01-14,5.723,1.6805762711864407,16.526
2024-01-15,5.243,2.560466101694915,25.182
2024-01-16,4.629,2.7163416666666667,27.168
2024-01-17,1.704,0.7342796610169491,7.218
2024-01-18,4.9,2.429864406779661,23.9
2024-01-19,5.744,1.9678916666666664,19.682
2024-01-20,0.875,0.3732605042016806,3.709
2024-01-21,6.384,2.372033613445378,23.523
2024-01-22,4.413,0.7986213592233009,6.86
2024-01-23,5.742,2.956401639344262,30.062
2024-01-24,2.998,1.0724322033898306,10.55
2024-01-25,5.7700000000000005,2.5417355371900827,25.633
2024-01-26,4.971,3.07904132231405,31.048
2024-01-27,5.018,2.994292682926829,30.698
2024-01-28,5.433,2.928403225806452,30.267
2024-01-29,4.9270000000000005,3.036725806451613,31.386
2024-01-30,5.1160000000000005,2.727336,28.416
2024-01-31,5.207,2.8927768595041323,29.173
2024-02-01,2.793,0.707861111111111,6.376
2024-02-02,6.171,2.85364,29.728
2024-02-03,6.016,2.2803492063492063,23.944
2024-02-04,3.141,0.8889499999999999,8.891999999999998
2024-02-05,1.023,0.3006068376068376,2.928
2024-02-06,3.908,0.5331693548387096,5.513
2024-02-07,7.572,1.9239032258064517,19.886
2024-02-08,6.769,2.641976,27.528
2024-02-09,5.979,1.884736,19.634
2024-02-10,5.507,3.4255120000000003,35.687
2024-02-11,5.571,3.443748031496063,36.451
2024-02-12,5.457,3.453540322580645,35.694
2024-02-13,5.916,3.30503125,35.259
2024-02-14,5.766,2.689328125,28.697
2024-02-15,5.422,3.121576923076923,33.826
2024-02-16,5.66,2.652240601503759,29.401
2024-02-17,6.017,2.2071209677419352,22.814
2024-02-18,6.687,3.029897637795276,32.068
2024-02-19,3.111,0.8446846153846154,9.156
2024-02-20,1.276,0.4685573770491802,4.771
2024-02-21,7.3,2.5095185185185187,28.234
2024-02-22,5.86,3.442230769230769,37.292
2024-02-23,6.426,2.862785185185185,32.216
2024-02-24,5.67,2.4328444444444446,27.373
2024-02-25,3.698,1.8505757575757575,20.365
2024-02-26,3.203,0.9297846153846154,10.078
2024-02-27,6.885,2.8529236641221374,31.145
2024-02-28,5.623,3.481984732824428,38.018
2024-02-29,5.3180000000000005,1.4421278195488725,15.992
2024-03-01,6.541,3.516167883211679,40.154
2024-03-02,7.59,2.1821567164179103,24.371
2024-03-03,7.372,2.5522971014492755,29.36
2024-03-04,6.279,3.4452279411764706,39.046
2024-03-05,7.509,3.1670814814814814,35.642
2024-03-06,7.224999999999999,1.9028396946564885,20.78
2024-03-07,7.597,2.7945474452554744,31.911
2024-03-08,6.069,3.667558823529412,41.574
2024-03-09,6.069,3.529637681159421,40.599
2024-03-10,7.599,2.9286014492753623,33.683
