YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,CLOUD_AMT,WS10M,PRECTOTCORR,RH2M
2019,1,1,1.771,8.42,93.16,5.49,1.34,88.15
2019,1,2,1.8134,1.09,99.53,2.49,0.08,82.76
2019,1,3,1.4748,2.92,75.61,3.04,0.28,90.1
2019,1,4,1.8722,1.96,83.09,2.95,1.38,94.03
2019,1,5,0.6154,4.95,70.24,4.08,16.97,96.5
2019,1,6,1.817,2.67,46.97,4.68,0.36,85.87
2019,1,7,1.908,-2.23,72.23,2.81,0.01,76.39
2019,1,8,0.5702,2.78,98.9,2.11,3.07,96.62
2019,1,9,2.1298,2.84,60.13,6.3,3.14,83.47
2019,1,10,1.3757,-1.38,70.84,6.79,0.16,78.14
2019,1,11,2.8342,-4.48,20.74,5.19,0.01,75.18
2019,1,12,2.2205,-3.64,68.16,1.57,0.07,73.08
2019,1,13,2.0266,-2.95,83.4,3.66,0.29,81.75
2019,1,14,2.7684,-4.03,31.94,3.58,0.03,84.57
2019,1,15,2.5226,-2.95,21.33,2.23,0.0,81.55
2019,1,16,0.9835,-1.33,63.69,3.61,0.01,88.34
2019,1,17,2.3038,-2.79,86.66,2.27,0.2,75.89
2019,1,18,1.0462,0.11,98.51,1.88,1.5,93.88
2019,1,19,0.9473,0.05,91.01,3.04,9.31,90.14
2019,1,20,1.097,-0.97,69.64,6.61,34.45,91.38
2019,1,21,2.8862,-12.88,17.9,8.14,0.1,83.49
2019,1,22,3.0902,-7.2,38.14,3.17,0.0,77.75
2019,1,23,1.3718,0.68,96.88,4.15,0.71,91.33
2019,1,24,0.6792,7.02,96.92,6.99,38.99,94.73
2019,1,25,2.7463,-1.39,41.54,4.39,0.0,81.45
2019,1,26,2.79,-2.47,45.88,2.21,0.0,72.8
2019,1,27,1.9627,1.01,74.77,4.04,0.0,89.64
2019,1,28,2.652,-2.88,59.72,3.09,0.0,76.78
2019,1,29,0.8753,-1.02,91.75,3.29,6.98,92.8
2019,1,30,2.8402,-7.18,21.45,6.2,0.18,76.98
2019,1,31,3.3127,-13.01,19.55,4.35,0.0,82.44
2019,2,1,2.1451,-11.19,44.41,2.31,0.43,86.44
2019,2,2,2.6551,-6.33,83.18,3.45,0.0,88.24
2019,2,3,2.9388,-0.1,33.68,2.15,0.01,92.93
2019,2,4,3.3509,3.15,4.48,2.01,0.13,94.65
2019,2,5,3.1394,6.44,52.23,2.83,0.13,93.63
2019,2,6,2.4166,2.87,76.44,2.89,10.76,89.75
2019,2,7,1.243,4.31,97.33,2.48,3.73,96.96
2019,2,8,2.1715,3.9,60.13,5.14,5.48,85.9
2019,2,9,4.0152,-2.95,31.16,5.57,0.0,72.94
2019,2,10,3.1512,-2.78,57.37,2.24,0.22,78.29
2019,2,11,1.9351,-0.4,99.09,1.96,0.81,85.07
2019,2,12,0.8141,-0.22,98.15,5.26,21.12,94.21
2019,2,13,2.5361,0.9,73.58,5.24,4.18,88.42
2019,2,14,3.4922,0.5,71.26,3.86,0.04,83.94
2019,2,15,2.4019,6.66,85.63,4.39,0.19,93.62
2019,2,16,4.081,1.14,31.99,3.74,0.0,81.36
2019,2,17,3.0502,-1.21,55.03,2.28,3.45,82.4
2019,2,18,1.7837,0.55,77.24,4.25,2.44,89.06
2019,2,19,4.3231,-2.78,62.35,3.53,0.0,75.59
2019,2,20,0.6242,-1.78,99.83,2.83,18.64,86.41
2019,2,21,3.721,2.0,87.4,3.34,1.92,93.76
2019,2,22,2.6938,1.3,99.2,2.75,0.01,86.59
2019,2,23,2.0242,0.63,99.68,2.27,2.09,88.55
2019,2,24,1.0596,4.38,85.0,4.97,15.53,95.48
