YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,CLOUD_AMT,WS10M,PRECTOTCORR,RH2M
2019,1,1,1.3337,8.28,98.7,3.36,0.28,89.02
2019,1,2,1.0356,3.08,99.71,1.61,0.48,92.2
2019,1,3,1.3145,2.77,99.79,2.01,1.04,89.47
2019,1,4,0.4337,1.91,97.26,1.23,5.28,89.33
2019,1,5,2.3981,4.25,44.5,3.74,3.11,88.61
2019,1,6,2.3995,4.13,48.8,2.85,0.09,88.84
2019,1,7,1.4242,1.17,99.33,2.22,0.06,87.54
2019,1,8,2.424,7.09,62.01,3.33,0.57,89.83
2019,1,9,2.5601,-0.89,51.87,4.91,0.2,70.96
2019,1,10,2.8704,-5.38,38.38,4.81,0.06,68.25
2019,1,11,3.185,-3.67,43.24,1.72,0.0,75.2
2019,1,12,0.8964,-3.08,99.98,1.5,4.59,88.85
2019,1,13,0.8659,-3.57,96.08,1.83,9.62,95.19
2019,1,14,1.2773,-3.07,95.38,1.28,0.11,92.79
2019,1,15,3.0238,-4.38,47.11,2.07,0.01,91.81
2019,1,16,2.581,-3.6,47.66,2.62,0.05,91.74
2019,1,17,0.8503,-2.14,96.23,1.56,2.64,91.25
2019,1,18,2.1852,-0.07,76.94,1.95,0.41,93.87
2019,1,19,0.3619,0.46,96.05,2.61,17.93,98.66
2019,1,20,2.8865,-3.27,61.05,5.61,5.44,81.45
2019,1,21,3.7963,-12.75,6.0,4.16,0.06,73.23
2019,1,22,3.5184,-7.63,43.31,1.97,0.0,73.39
2019,1,23,1.1184,0.77,99.85,3.71,1.62,94.94
2019,1,24,1.8514,2.72,73.77,4.21,16.03,88.29
2019,1,25,3.775,-3.93,27.6,3.48,0.12,76.43
2019,1,26,3.1925,-4.13,39.86,2.06,0.0,81.63
2019,1,27,1.9471,-2.16,73.13,2.62,0.05,90.46
2019,1,28,3.5981,-0.63,58.67,1.93,0.0,81.98
2019,1,29,0.9814,-1.88,68.86,3.21,1.21,85.78
2019,1,30,3.1217,-10.66,23.1,4.52,0.08,73.51
2019,1,31,3.7241,-11.99,17.52,2.49,0.01,76.04
2019,2,1,1.2898,-4.26,92.13,1.76,0.3,89.0
2019,2,2,3.767,-0.56,32.68,1.95,0.01,93.35
2019,2,3,2.8906,5.4,51.77,1.8,0.0,84.06
2019,2,4,3.9514,7.93,19.03,1.84,0.03,75.87
2019,2,5,3.4344,9.74,51.42,2.32,0.34,90.73
2019,2,6,1.3118,9.84,88.34,2.07,1.32,96.39
2019,2,7,1.8216,12.5,83.61,1.99,2.0,97.07
2019,2,8,3.4831,4.35,80.33,5.24,2.28,75.31
2019,2,9,3.5083,-2.7,86.16,2.46,0.0,64.87
2019,2,10,1.9937,-2.17,74.84,1.63,3.91,79.95
2019,2,11,1.1866,0.83,99.79,1.48,6.96,97.16
2019,2,12,0.7126,-0.31,99.65,2.34,14.03,97.88
2019,2,13,4.5509,-1.06,32.39,5.47,0.05,83.61
2019,2,14,2.7161,1.14,76.83,2.71,0.0,86.59
2019,2,15,2.3285,5.47,93.37,3.18,0.14,93.55
2019,2,16,2.1684,0.66,80.75,1.6,2.65,81.48
2019,2,17,1.3879,-1.32,91.67,2.11,12.39,90.0
2019,2,18,3.0336,0.49,91.09,3.67,5.77,86.38
2019,2,19,3.449,-0.56,95.42,1.46,1.78,77.88
2019,2,20,0.5899,-1.54,99.57,2.36,29.37,97.18
2019,2,21,2.9959,1.89,97.6,2.57,1.52,94.22
2019,2,22,0.7565,2.03,99.68,1.27,8.09,92.94
2019,2,23,1.0783,0.56,99.96,1.36,18.06,97.12
2019,2,24,3.7678,2.92,57.08,4.71,7.12,88.71
2019,2,25,5.1266,-0.79,2.3,5.75,0.01,71.64
2019,2,26,4.7489,1.84,30.41,2.13,0.0,78.5
2019,2,27,4.157,2.65,25.67,1.87,0.0,88.41
2019,2,28,3.87,5.86,86.13,2.36,2.29,82.73
2019,3,1,0.7586,0.55,97.26,2.0,12.01,95.25
2019,3,2,3.7915,2.16,82.4,1.88,0.22,88.68
2019,3,3,0.6302,0.71,97.27,1.41,11.94,96.38
2019,3,4,3.9742,-3.84,65.94,3.39,0.24,84.52
2019,3,5,5.634,-5.31,26.99,3.46,0.02,74.89
2019,3,6,5.7096,-8.07,26.51,3.92,0.01,74.93
2019,3,7,3.9269,-4.15,63.61,2.28,0.03,83.63
2019,3,8,1.3402,-1.0,99.35,1.59,4.92,91.82
2019,3,9,1.0906,-0.24,99.01,2.06,3.83,96.68
2019,3,10,4.349,5.72,85.64,3.07,5.44,96.89
2019,3,11,3.4205,3.84,61.6,2.78,0.0,84.5
2019,3,12,5.6746,2.17,30.57,2.28,0.0,68.02
2019,3,13,4.4657,5.18,58.89,2.0,0.0,78.04
2019,3,14,3.7949,11.21,93.32,3.69,0.0,87.9
2019,3,15,2.3518,12.82,76.71,4.44,0.55,84.89
2019,3,16,5.881,2.48,36.0,3.86,0.05,71.09
2019,3,17,6.0389,1.39,31.15,1.95,0.01,73.65
2019,3,18,4.5403,1.45,54.91,2.08,0.04,76.04
2019,3,19,6.3679,2.04,6.14,1.2,0.0,64.16
2019,3,20,5.3974,3.24,78.63,1.55,0.07,72.55
2019,3,21,3.035,4.77,98.46,2.19,24.14,92.02
2019,3,22,4.0531,3.85,70.56,5.27,1.29,76.72
2019,3,23,6.7922,2.12,4.16,3.74,0.03,69.24
2019,3,24,5.8051,6.02,58.01,2.33,0.0,75.18
2019,3,25,2.0546,8.83,88.55,1.62,1.47,81.65
2019,3,26,5.6652,4.03,47.26,2.57,0.16,73.95
2019,3,27,6.8359,2.91,3.48,1.82,0.0,64.85
2019,3,28,6.4762,6.46,35.25,2.31,0.0,81.27
2019,3,29,4.8257,11.35,76.48,2.01,0.08,81.52
2019,3,30,5.0105,13.69,77.8,2.74,0.03,79.17
2019,3,31,6.0799,6.14,46.38,4.65,0.96,69.51
2019,4,1,6.9307,1.02,38.05,1.97,0.01,63.32
2019,4,2,3.0317,1.84,70.43,1.19,0.15,72.44
2019,4,3,6.9967,6.38,7.28,2.92,0.0,78.49
2019,4,4,6.2426,10.45,67.16,2.12,0.06,70.8
2019,4,5,1.5221,9.1,98.63,2.15,10.58,95.23
2019,4,6,4.776,12.44,80.05,1.09,0.09,84.97
2019,4,7,2.6753,14.13,95.53,2.48,1.19,90.69
2019,4,8,3.1963,16.7,81.82,2.05,6.24,89.84
2019,4,9,4.7513,14.39,85.48,2.45,0.21,83.35
2019,4,10,7.1186,11.82,18.94,1.95,0.0,71.51
2019,4,11,4.8473,13.43,84.38,2.28,0.0,81.98
2019,4,12,1.2994,15.93,99.58,2.91,18.28,95.98
2019,4,13,3.2683,16.12,81.03,1.39,2.29,78.04
2019,4,14,1.4162,16.78,95.28,3.94,22.42,94.29
2019,4,15,6.5561,6.77,46.62,5.03,4.66,72.04
2019,4,16,7.0606,9.68,25.77,2.18,0.0,74.54
2019,4,17,6.12,14.56,69.35,1.94,0.01,82.92
2019,4,18,6.2158,16.05,82.27,2.73,0.08,82.72
2019,4,19,1.7866,17.73,99.43,4.65,26.27,93.36
2019,4,20,5.154,11.12,65.97,3.09,1.24,82.23
2019,4,21,5.809,10.26,48.56,1.43,0.04,75.34
2019,4,22,7.6202,12.19,2.18,1.75,0.02,69.58
2019,4,23,7.349,16.68,29.28,2.13,0.11,69.53
2019,4,24,5.13,17.0,84.24,2.28,0.18,80.11
2019,4,25,5.2015,16.65,97.3,1.76,2.52,79.88
2019,4,26,3.1476,13.92,93.61,4.53,10.3,80.12
2019,4,27,7.1273,10.99,28.3,3.42,0.67,68.88
2019,4,28,6.6946,13.17,42.06,2.88,0.85,80.26
2019,4,29,4.4959,10.94,81.32,2.18,0.0,82.5
2019,4,30,5.8162,17.61,87.77,1.85,0.0,86.13
2019,5,1,7.3543,19.45,40.61,2.08,0.02,84.78
2019,5,2,5.7322,19.56,72.98,1.96,1.62,86.14
2019,5,3,7.1544,19.82,49.7,1.82,3.11,82.98
2019,5,4,5.7794,19.36,86.8,1.26,7.15,83.15
2019,5,5,3.4018,16.65,80.88,1.78,9.33,88.23
2019,5,6,7.3666,16.36,21.31,0.93,0.05,69.21
2019,5,7,5.9594,17.19,61.65,1.65,0.44,75.67
2019,5,8,6.7464,18.69,52.35,1.65,1.13,82.36
2019,5,9,5.79,18.69,93.39,2.53,1.99,84.12
2019,5,10,5.5234,19.47,79.14,2.21,0.81,82.48
2019,5,11,2.2778,17.46,99.83,1.67,10.1,90.66
2019,5,12,3.0792,17.65,99.23,1.74,11.19,90.26
2019,5,13,5.2157,12.91,69.28,2.24,10.32,81.43
2019,5,14,5.3633,9.75,51.89,2.92,0.54,75.2
2019,5,15,7.3922,11.98,26.91,1.95,0.02,73.61
2019,5,16,7.5912,15.15,50.19,2.28,0.06,75.09
2019,5,17,5.9858,18.21,83.98,2.33,2.21,84.26
2019,5,18,7.6332,20.74,40.16,1.7,1.27,81.05
2019,5,19,7.3298,21.32,38.17,2.56,1.87,82.34
2019,5,20,6.6977,20.2,50.04,2.69,0.86,79.51
2019,5,21,7.5698,16.45,39.58,1.42,0.0,72.26
2019,5,22,7.4174,16.57,44.01,1.72,0.0,72.03
2019,5,23,5.8901,21.11,91.96,2.34,0.62,82.87
2019,5,24,7.0229,22.36,49.98,2.31,0.87,77.34
2019,5,25,6.822,22.13,43.46,1.69,3.04,82.01
2019,5,26,7.4345,22.6,42.48,1.96,3.58,84.07
2019,5,27,6.9972,21.55,62.16,1.42,1.02,79.97
2019,5,28,7.5607,21.79,40.4,2.34,0.13,82.28
2019,5,29,5.5421,21.4,73.45,2.16,3.32,88.65
2019,5,30,6.6463,20.86,77.64,2.24,2.37,82.89
2019,5,31,6.115,20.62,76.9,1.37,5.05,77.59
2019,6,1,7.3438,19.8,26.83,1.46,1.33,74.17
2019,6,2,6.3533,19.33,39.32,2.0,0.81,80.57
2019,6,3,7.8511,15.15,12.44,2.24,0.02,69.73
2019,6,4,7.9625,15.79,40.25,1.72,0.0,66.65
2019,6,5,3.1668,18.36,98.51,2.14,5.65,90.81
2019,6,6,6.1932,21.97,96.34,1.77,0.79,81.46
2019,6,7,2.1614,19.38,99.85,2.12,10.08,93.05
2019,6,8,1.8089,17.31,99.63,3.14,8.95,91.23
2019,6,9,2.448,18.89,97.54,2.84,12.8,90.82
2019,6,10,3.7183,20.15,98.22,1.62,10.53,91.35
2019,6,11,8.4528,16.6,42.65,2.59,0.12,69.27
2019,6,12,6.6233,16.09,93.31,2.22,4.96,75.93
2019,6,13,6.9581,16.43,52.8,2.6,4.25,77.65
2019,6,14,8.8598,14.98,21.47,3.01,0.01,61.76
2019,6,15,7.9978,17.13,49.36,2.33,0.01,73.69
2019,6,16,6.2777,21.14,79.36,2.56,0.6,80.75
2019,6,17,5.8978,22.01,86.84,1.69,4.7,87.33
2019,6,18,4.3548,21.42,99.43,1.45,8.39,88.57
2019,6,19,5.2997,22.02,93.15,1.7,4.81,88.48
2019,6,20,5.8188,21.78,68.37,2.63,2.26,84.89
2019,6,21,7.2691,19.25,49.39,3.32,0.19,72.73
2019,6,22,4.7318,19.1,77.01,1.57,0.13,67.42
2019,6,23,7.4676,20.0,49.4,1.52,0.0,67.6
2019,6,24,7.2504,23.24,72.82,1.9,16.68,82.41
2019,6,25,6.3823,22.02,86.19,2.21,1.16,79.44
2019,6,26,8.1372,22.16,41.55,1.67,0.0,73.6
2019,6,27,7.6836,23.53,24.57,1.16,2.68,77.49
2019,6,28,6.8628,23.75,49.63,1.49,1.93,74.6
2019,6,29,6.6847,24.31,46.63,1.73,4.19,72.27
2019,6,30,7.3118,22.86,71.6,2.4,1.49,79.87
2019,7,1,7.9594,21.99,65.88,1.49,0.0,66.2
2019,7,2,6.7534,24.05,58.06,1.63,2.34,73.06
2019,7,3,7.4477,24.71,55.59,1.36,2.69,73.33
2019,7,4,5.388,24.51,80.74,1.21,9.6,76.13
2019,7,5,5.6952,24.18,80.3,1.13,6.13,80.67
2019,7,6,6.8095,25.23,66.54,1.31,6.08,77.7
2019,7,7,4.925,23.96,92.82,1.12,8.68,85.82
2019,7,8,6.6442,23.58,47.18,1.78,4.5,81.08
2019,7,9,4.9526,22.45,83.07,1.22,0.18,76.26
2019,7,10,6.1627,23.37,55.41,1.67,1.99,79.87
2019,7,11,4.8658,23.12,89.14,1.43,11.96,90.88
2019,7,12,7.5749,23.96,27.64,1.91,0.67,76.85
2019,7,13,7.943,24.04,24.51,1.62,0.11,66.24
2019,7,14,8.0446,24.46,24.93,1.8,0.35,63.9
2019,7,15,7.1225,25.32,53.47,1.27,1.95,73.28
2019,7,16,5.406,25.26,92.5,1.4,0.12,71.0
2019,7,17,6.3629,25.04,67.71,2.07,4.02,74.2
2019,7,18,6.2945,25.16,53.02,1.68,2.67,77.83
2019,7,19,7.6512,26.83,13.44,1.54,0.06,68.36
2019,7,20,7.4892,28.04,13.11,1.68,0.01,65.98
2019,7,21,5.1775,26.44,53.63,1.54,5.02,73.2
2019,7,22,3.6905,23.23,93.53,1.93,8.35,85.28
2019,7,23,2.4338,19.38,89.77,1.55,12.23,82.09
2019,7,24,7.4926,20.48,15.22,1.74,0.02,64.36
