YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,CLOUD_AMT,WS10M,PRECTOTCORR,RH2M
2019,1,1,3.1802,5.7,22.12,2.07,0.0,55.82
2019,1,2,3.2249,7.56,1.88,1.54,0.0,56.25
2019,1,3,3.1433,7.48,11.54,1.57,0.0,66.08
2019,1,4,3.0281,8.72,21.65,2.59,0.04,82.35
2019,1,5,0.8028,10.29,81.72,5.0,11.57,91.99
2019,1,6,0.6763,10.01,76.41,5.24,33.08,94.98
2019,1,7,2.1118,11.63,90.93,2.23,0.28,88.67
2019,1,8,1.2586,12.78,96.66,3.92,4.21,93.51
2019,1,9,1.386,12.17,78.73,3.22,3.78,92.61
2019,1,10,2.9208,10.68,33.71,1.5,0.13,88.51
2019,1,11,1.4095,11.48,96.43,3.66,7.14,89.4
2019,1,12,2.333,10.73,55.07,2.47,0.64,89.02
2019,1,13,2.0318,10.05,77.12,2.91,0.06,87.09
2019,1,14,1.1666,10.07,87.32,4.26,2.67,81.83
2019,1,15,0.8503,11.47,95.21,5.1,20.36,90.3
2019,1,16,0.8359,12.85,97.72,6.4,34.14,92.99
2019,1,17,1.1076,11.82,96.26,3.31,3.58,93.77
2019,1,18,2.9652,12.57,72.12,1.23,0.04,79.76
2019,1,19,3.0847,14.22,49.25,1.26,0.04,76.46
2019,1,20,2.0412,11.28,80.58,3.55,5.92,93.65
2019,1,21,3.0262,9.02,30.75,3.81,0.43,85.29
2019,1,22,3.5153,8.24,12.98,2.57,0.0,73.81
2019,1,23,3.6125,8.61,6.25,2.3,0.0,73.73
2019,1,24,3.642,10.23,18.75,2.22,0.0,83.26
2019,1,25,3.7807,10.0,18.37,2.47,0.0,88.05
2019,1,26,2.9299,10.51,92.77,2.62,0.0,79.25
2019,1,27,3.491,12.46,69.27,1.66,0.0,73.29
2019,1,28,3.2436,13.59,87.14,1.23,0.05,82.27
2019,1,29,3.1402,11.73,54.41,1.55,0.46,90.72
2019,1,30,3.1205,11.98,78.8,1.27,10.46,88.31
2019,1,31,2.0734,11.86,67.82,1.76,3.23,88.88
2019,2,1,1.2178,11.09,96.72,4.9,8.33,90.61
2019,2,2,2.4626,11.53,88.34,7.39,32.02,86.06
2019,2,3,2.1998,10.57,74.5,4.71,9.89,91.22
2019,2,4,2.1391,8.26,87.6,4.96,19.6,89.91
