YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,CLOUD_AMT,WS10M,PRECTOTCORR,RH2M
2019,1,1,0.5522,0.05,91.28,3.24,0.14,88.85
2019,1,2,0.8304,-1.34,99.44,3.66,0.01,85.31
2019,1,3,2.6695,-1.1,24.24,3.68,0.0,81.4
2019,1,4,2.5082,1.51,13.83,2.7,0.02,79.26
2019,1,5,2.6119,3.64,8.48,4.63,0.07,92.41
2019,1,6,1.8074,4.74,84.15,5.5,0.01,90.36
2019,1,7,0.7414,8.97,88.06,8.16,2.21,93.63
2019,1,8,2.5906,5.12,23.42,9.27,0.01,76.93
2019,1,9,2.0878,-4.85,24.6,8.15,0.0,68.63
2019,1,10,2.6897,-4.88,29.49,2.62,0.0,71.61
2019,1,11,1.3898,-3.49,80.02,3.28,1.68,86.07
2019,1,12,0.4824,-1.63,99.42,6.38,12.81,93.94
2019,1,13,1.3049,-3.14,80.77,6.01,0.71,92.27
2019,1,14,1.8122,-5.06,60.19,3.1,0.0,93.13
2019,1,15,0.4615,-2.96,83.07,4.43,0.22,92.64
2019,1,16,0.8318,-0.9,95.23,2.58,0.16,88.64
2019,1,17,0.8306,-0.36,96.99,2.79,5.38,95.0
2019,1,18,0.5974,-1.28,99.09,3.26,0.25,91.55
2019,1,19,2.2637,-2.62,98.85,10.31,8.18,90.93
2019,1,20,2.4115,-11.42,70.01,5.69,0.01,84.11
2019,1,21,2.9129,-11.59,93.19,5.62,0.0,84.32
2019,1,22,2.2944,-2.66,99.93,8.32,12.32,89.4
2019,1,23,2.2639,-1.5,97.59,6.55,17.82,90.63
2019,1,24,1.2458,-8.33,42.91,7.14,0.01,87.15
2019,1,25,3.2004,-12.04,54.6,5.16,2.13,76.73
2019,1,26,2.9669,-6.9,78.4,4.62,0.5,87.22
2019,1,27,3.3365,-11.24,50.69,3.93,0.08,81.97
2019,1,28,2.4566,-5.13,98.95,9.24,2.46,86.6
2019,1,29,3.4572,-13.78,36.17,9.3,0.01,74.2
2019,1,30,3.7234,-22.84,21.2,7.33,0.0,72.72
2019,1,31,3.2741,-17.06,51.21,2.54,0.45,84.98
2019,2,1,3.5273,-7.37,39.92,1.88,0.05,91.43
2019,2,2,3.0343,0.42,65.96,5.11,0.02,97.76
2019,2,3,2.8267,6.21,81.41,5.59,0.02,95.24
2019,2,4,0.8508,7.72,92.56,7.0,0.11,92.57
2019,2,5,1.4167,-0.15,98.18,4.16,2.29,83.62
2019,2,6,1.1954,3.74,99.95,2.24,16.69,89.9
2019,2,7,0.8352,2.07,94.55,9.11,6.24,85.39
2019,2,8,3.6845,-9.48,35.46,8.44,0.02,65.75
2019,2,9,3.9413,-7.96,35.82,3.64,0.0,74.6
2019,2,10,0.8501,-3.16,98.34,3.66,2.1,93.72
2019,2,11,0.9742,0.06,99.57,4.92,13.17,95.19
2019,2,12,1.4047,-0.49,95.86,9.36,1.39,87.71
2019,2,13,3.5518,-4.19,56.4,7.48,0.0,78.63
2019,2,14,3.0708,3.56,83.98,7.78,0.0,91.26
2019,2,15,2.563,-6.71,65.31,6.49,0.0,71.97
