Unnamed: 0,ac_power_inv_17583_daily_max,ac_power_inv_17583_daily_mean,ac_energy_inv_17583_daily_sum
2024-01-01,5.256,2.9157,29.157
2024-01-02,5.148,2.8981818181818184,23.91
2024-01-03,5.808,2.5489230769230766,24.852
2024-01-04,6.384,3.231636363636364,26.661
2024-01-05,5.304,2.8241052631578945,26.829
2024-01-06,5.64,3.0193939393939395,24.91
2024-01-07,5.6160000000000005,3.33139393939394,27.484
2024-01-08,5.6160000000000005,3.440875,27.527
2024-01-09,5.412,3.139882352941177,26.689
2024-01-10,5.724,2.734375,21.875
2024-01-11,5.748,2.8999,28.999
2024-01-12,5.532,3.3287272727272725,27.462
2024-01-13,5.46,3.263151515151516,26.921
2024-01-14,5.532,3.208384615384616,27.806
2024-01-15,5.5920000000000005,2.938777777777778,26.449
2024-01-16,5.484,3.1734117647058824,26.974
2024-01-17,5.232,2.656195121951219,27.226
2024-01-18,5.7,2.7756,27.756
2024-01-19,5.724,2.7495,27.495
2024-01-20,1.896,0.653170731707317,6.695
2024-01-21,6.192,2.049128205128205,19.979
2024-01-22,3.732,1.7814782608695654,13.658
2024-01-23,6.0,2.8921951219512194,29.645
2024-01-24,3.696,1.753,17.53
2024-01-25,7.224,2.68809756097561,27.553
2024-01-26,6.192,3.5138000000000003,35.138
2024-01-27,6.204,3.695882352941177,31.415
2024-01-28,6.216,3.3301000000000003,33.301
2024-01-29,6.228,3.802971428571429,33.276
2024-01-30,6.48,3.424457142857143,29.964
2024-01-31,6.456,3.3022,33.022
2024-02-01,2.976,0.9839,9.839
2024-02-02,7.08,3.2643809523809524,34.276
2024-02-03,6.888,2.53209756097561,25.954
2024-02-04,9.06,3.0023636363636363,33.026
2024-02-05,2.352,0.8132631578947369,7.726
2024-02-06,6.264,1.324,13.571
2024-02-07,7.140000000000001,2.737809523809524,28.747
2024-02-08,8.124,2.5394,25.394
2024-02-09,7.548,2.24,23.52
2024-02-10,7.404,4.435567567567568,41.029
2024-02-11,7.236,4.418918918918919,40.875
2024-02-12,7.368,4.446054054054054,41.126
2024-02-13,7.464,4.277513513513513,39.567
2024-02-14,6.54,2.4912,18.684
2024-02-15,7.032,3.8816744186046512,41.728
2024-02-16,7.559999999999999,3.592355555555556,40.414
2024-02-17,6.5280000000000005,3.4808,39.159
2024-02-18,7.607999999999999,2.9798139534883723,32.033
2024-02-19,3.924,1.418790697674419,15.252
2024-02-20,2.868,0.8068292682926829,8.269999999999998
2024-02-21,5.88,2.348936170212766,27.6
2024-02-22,7.812,4.083914893617021,47.986
2024-02-23,8.423999999999998,3.6241739130434794,41.678
2024-02-24,5.832,3.1272,35.181
2024-02-25,5.676,2.791555555555556,31.405
2024-02-26,3.492,1.4639111111111112,16.469
2024-02-27,7.836,2.7254222222222224,30.661
2024-02-28,8.292,4.338434782608696,49.892
2024-02-29,8.508000000000001,2.9370000000000003,32.307
2024-03-01,9.024,4.443652173913044,51.102
2024-03-02,8.567999999999998,2.488170212765957,29.236
2024-03-03,9.828,3.942434782608696,45.338
2024-03-04,10.188,5.1973,51.973
2024-03-05,8.856,3.830782608695652,44.054
2024-03-06,8.136000000000001,2.5625454545454547,28.188
2024-03-07,6.312,2.351478260869565,27.042
2024-03-08,8.808,4.770166666666666,57.242
2024-03-09,8.663999999999998,4.68,54.99
2024-03-10,8.82,4.727714285714286,49.641
2024-03-11,9.54,4.158333333333333,49.9
2024-03-12,4.884,1.9677391304347829,22.629
2024-03-13,8.964,4.3585,52.302
2024-03-14,9.372000000000002,4.403288888888889,49.537
2024-03-15,9.528,2.882723404255319,33.872
2024-03-16,7.932,2.71268085106383,31.874
2024-03-17,9.336,4.337787234042554,50.969
2024-03-18,8.592,2.70846511627907,29.116
2024-03-19,9.036,5.074883720930233,54.555
2024-03-20,9.06,4.95004255319149,58.163
2024-03-21,9.18,4.82936,60.367
2024-03-22,9.972,5.645428571428571,59.277
2024-03-23,9.408,2.89568,36.196
2024-03-24,9.972,4.315818181818182,47.474
2024-03-25,9.288,3.92065306122449,48.028
2024-03-26,9.348,3.8925833333333335,46.711
2024-03-27,9.972,5.28525,63.423
2024-03-28,10.368,5.282222222222223,59.425
2024-03-29,10.404,5.503022222222223,61.909
2024-03-30,5.376,1.913688888888889,21.529
2024-03-31,8.784,1.58793893129771,17.335
2024-04-01,10.956,5.187265306122449,63.544
2024-04-02,9.852,6.223090909090909,68.454
2024-04-03,9.708,6.0769777777777785,68.366
2024-04-04,11.064,3.684627450980393,46.979
2024-04-05,11.484,4.316,52.871
2024-04-06,10.356,6.389130434782609,73.47499999999998
2024-04-07,10.14,5.567111111111111,62.63
2024-04-08,10.44,5.527058823529412,70.47
2024-04-09,10.068,6.32408695652174,72.727
2024-04-10,9.876,6.145478260869566,70.673
2024-04-11,9.816,5.475230769230769,71.178
2024-04-12,10.452,5.820470588235295,74.211
2024-04-13,8.544,3.090588235294118,39.405
2024-04-14,11.7,4.450901960784313,56.749
2024-04-15,10.428,5.983416666666667,71.801
2024-04-16,10.176,5.624679245283018,74.527
2024-04-17,9.972,5.421692307692307,70.482
2024-04-18,10.14,5.370188679245283,71.155
2024-04-19,10.56,5.177692307692308,67.31
